Elevation,Sig1,Total_S4_Sig1,Correction_total_S4_Sig1,y
25.0,46.0,0.203,0.05,1
25.0,42.8,0.2,0.073,1
31.0,44.2,0.207,0.062,1
31.0,44.9,0.204,0.057,1
25.0,45.5,0.201,0.053,1
28.0,45.6,0.212,0.052000000000000005,1
27.0,45.1,0.243,0.055999999999999994,1
27.0,45.3,0.21,0.054000000000000006,1
34.0,46.0,0.21600000000000005,0.05,1
29.0,46.7,0.237,0.046,1
25.0,42.2,0.22899999999999998,0.078,1
29.0,45.1,0.214,0.055999999999999994,1
29.0,46.2,0.2,0.049,1
29.0,45.9,0.20800000000000002,0.051,1
30.0,45.4,0.204,0.054000000000000006,1
26.0,44.2,0.231,0.062,1
25.0,42.5,0.22,0.075,1
25.0,44.3,0.22899999999999998,0.061,1
25.0,43.4,0.254,0.068,1
28.0,44.0,0.265,0.063,1
28.0,44.3,0.204,0.061,1
29.0,44.9,0.295,0.057,1
30.0,43.9,0.302,0.064,1
31.0,44.6,0.249,0.059000000000000004,1
32.0,45.1,0.262,0.055999999999999994,1
27.0,43.7,0.217,0.066,1
27.0,44.0,0.262,0.063,1
27.0,43.7,0.20600000000000002,0.065,1
25.0,42.3,0.203,0.077,1
26.0,45.5,0.225,0.053,1
25.0,44.4,0.20600000000000002,0.06,1
25.0,44.7,0.212,0.059000000000000004,1
25.0,44.2,0.201,0.061,1
27.0,44.2,0.215,0.062,1
25.0,44.0,0.201,0.063,1
30.0,45.8,0.203,0.051,1
30.0,45.3,0.21600000000000005,0.055,1
26.0,43.0,0.24100000000000002,0.071,1
27.0,46.4,0.204,0.048,1
25.0,42.8,0.217,0.07200000000000001,1
25.0,43.4,0.244,0.068,1
25.0,44.1,0.24100000000000002,0.062,1
30.0,45.6,0.20600000000000002,0.052000000000000005,1
27.0,44.1,0.23800000000000002,0.062,1
26.0,44.0,0.23199999999999998,0.063,1
25.0,42.4,0.20800000000000002,0.076,1
25.0,43.4,0.21100000000000002,0.067,1
25.0,44.5,0.21600000000000005,0.059000000000000004,1
26.0,44.3,0.212,0.061,1
29.0,44.3,0.207,0.061,1
26.0,45.4,0.223,0.054000000000000006,1
31.0,44.0,0.215,0.063,1
28.0,43.9,0.204,0.064,1
27.0,44.4,0.209,0.06,1
25.0,43.4,0.215,0.068,1
27.0,45.0,0.223,0.055999999999999994,1
27.0,44.7,0.255,0.057999999999999996,1
34.0,45.6,0.213,0.052000000000000005,1
30.0,45.4,0.209,0.053,1
29.0,47.0,0.22399999999999998,0.045,1
28.0,45.5,0.204,0.053,1
25.0,42.1,0.221,0.078,1
28.0,44.9,0.201,0.057,1
29.0,45.8,0.23199999999999998,0.051,1
26.0,43.9,0.237,0.064,1
25.0,42.9,0.213,0.07200000000000001,1
25.0,43.6,0.266,0.066,1
25.0,44.2,0.203,0.061,1
27.0,44.1,0.20800000000000002,0.063,1
28.0,43.6,0.27699999999999997,0.066,1
29.0,44.3,0.2,0.061,1
29.0,45.0,0.255,0.055999999999999994,1
30.0,43.8,0.287,0.064,1
31.0,44.4,0.23399999999999999,0.06,1
32.0,45.3,0.249,0.055,1
32.0,45.2,0.204,0.055,1
36.0,46.0,0.201,0.05,1
25.0,44.4,0.205,0.061,1
27.0,43.5,0.214,0.067,1
27.0,43.9,0.22399999999999998,0.064,1
27.0,44.0,0.20199999999999999,0.063,1
26.0,45.7,0.214,0.052000000000000005,1
25.0,44.7,0.20800000000000002,0.057999999999999996,1
27.0,43.8,0.226,0.064,1
25.0,43.8,0.205,0.064,1
28.0,45.9,0.209,0.05,1
26.0,43.3,0.225,0.068,1
25.0,42.9,0.214,0.071,1
25.0,43.9,0.20199999999999999,0.064,1
25.0,44.4,0.22,0.061,1
26.0,45.5,0.2,0.053,1
26.0,43.5,0.204,0.067,1
26.0,43.9,0.20800000000000002,0.064,1
26.0,43.9,0.233,0.064,1
26.0,43.6,0.225,0.066,1
25.0,43.1,0.203,0.07,1
27.0,43.9,0.22,0.064,1
25.0,44.5,0.24100000000000002,0.059000000000000004,1
26.0,45.5,0.225,0.053,1
25.0,45.7,0.2,0.052000000000000005,1
80.0,51.0,0.285,0.027999999999999997,1
25.0,42.1,0.214,0.078,1
28.0,44.4,0.215,0.061,1
27.0,44.4,0.209,0.06,1
25.0,43.5,0.24,0.067,1
27.0,45.1,0.221,0.055999999999999994,1
27.0,44.7,0.23,0.057999999999999996,1
25.0,43.2,0.215,0.069,1
29.0,45.2,0.205,0.055,1
29.0,47.3,0.203,0.043,1
28.0,45.1,0.21899999999999997,0.055999999999999994,1
30.0,45.4,0.2,0.054000000000000006,1
26.0,43.9,0.21100000000000002,0.064,1
26.0,43.5,0.2,0.067,1
25.0,43.2,0.262,0.069,1
25.0,42.5,0.22,0.075,1
25.0,43.9,0.237,0.064,1
27.0,43.5,0.2,0.067,1
28.0,43.3,0.245,0.068,1
29.0,44.1,0.215,0.062,1
29.0,45.0,0.207,0.055999999999999994,1
30.0,43.6,0.301,0.066,1
31.0,45.1,0.243,0.055999999999999994,1
31.0,44.4,0.217,0.06,1
32.0,45.2,0.21600000000000005,0.055,1
32.0,45.0,0.21100000000000002,0.055999999999999994,1
31.0,44.3,0.233,0.061,1
27.0,43.3,0.20600000000000002,0.068,1
27.0,44.1,0.21,0.062,1
26.0,46.0,0.2,0.05,1
25.0,44.8,0.215,0.057,1
27.0,44.4,0.21899999999999997,0.06,1
25.0,44.1,0.218,0.062,1
28.0,46.0,0.21,0.05,1
26.0,43.4,0.22899999999999998,0.068,1
25.0,43.3,0.222,0.069,1
25.0,42.2,0.215,0.077,1
25.0,44.7,0.24,0.057999999999999996,1
26.0,44.2,0.21100000000000002,0.062,1
27.0,44.1,0.20600000000000002,0.062,1
26.0,44.0,0.21899999999999997,0.063,1
25.0,45.0,0.22399999999999998,0.057,1
31.0,46.3,0.201,0.048,1
28.0,46.0,0.259,0.05,1
26.0,45.2,0.20600000000000002,0.055,1
25.0,42.5,0.2,0.075,1
25.0,43.6,0.263,0.066,1
28.0,44.5,0.213,0.06,1
27.0,44.2,0.21,0.062,1
25.0,43.2,0.209,0.069,1
25.0,43.4,0.247,0.068,1
27.0,45.3,0.207,0.054000000000000006,1
25.0,42.9,0.207,0.071,1
25.0,42.4,0.20600000000000002,0.076,1
27.0,46.0,0.21600000000000005,0.05,1
26.0,45.2,0.23800000000000002,0.055,1
27.0,45.2,0.205,0.055,1
29.0,46.5,0.217,0.047,1
25.0,43.7,0.21100000000000002,0.065,1
26.0,43.6,0.2,0.066,1
29.0,45.6,0.204,0.053,1
28.0,43.3,0.231,0.068,1
29.0,44.1,0.22699999999999998,0.062,1
30.0,43.6,0.32299999999999995,0.066,1
31.0,44.8,0.27899999999999997,0.057,1
31.0,44.4,0.209,0.06,1
33.0,45.0,0.20199999999999999,0.055999999999999994,1
31.0,44.3,0.214,0.061,1
27.0,44.6,0.214,0.059000000000000004,1
25.0,44.8,0.22,0.057,1
27.0,44.2,0.214,0.061,1
25.0,43.9,0.22399999999999998,0.064,1
25.0,42.1,0.214,0.078,1
26.0,43.8,0.225,0.065,1
26.0,43.5,0.215,0.067,1
25.0,43.2,0.214,0.069,1
27.0,45.0,0.201,0.055999999999999994,1
25.0,44.9,0.24,0.057,1
25.0,43.6,0.218,0.066,1
28.0,45.5,0.223,0.053,1
27.0,46.3,0.212,0.049,1
25.0,45.3,0.213,0.055,1
27.0,45.8,0.29,0.052000000000000005,1
26.0,45.7,0.2,0.052000000000000005,1
26.0,44.1,0.222,0.062,1
25.0,43.5,0.225,0.067,1
28.0,43.7,0.203,0.066,1
26.0,44.8,0.213,0.057,1
27.0,43.7,0.213,0.065,1
25.0,43.3,0.217,0.068,1
25.0,43.0,0.23199999999999998,0.071,1
26.0,45.3,0.22,0.055,1
27.0,45.7,0.244,0.052000000000000005,1
26.0,45.1,0.21,0.055,1
29.0,45.9,0.21600000000000005,0.051,1
25.0,43.1,0.25,0.07,1
28.0,43.5,0.259,0.067,1
29.0,44.3,0.21899999999999997,0.061,1
30.0,44.0,0.327,0.063,1
31.0,44.7,0.306,0.057999999999999996,1
33.0,45.4,0.239,0.054000000000000006,1
36.0,46.0,0.203,0.05,1
28.0,44.6,0.205,0.059000000000000004,1
26.0,44.1,0.205,0.062,1
27.0,43.8,0.21,0.065,1
25.0,43.6,0.205,0.066,1
25.0,45.4,0.22899999999999998,0.054000000000000006,1
26.0,43.9,0.20600000000000002,0.064,1
25.0,43.4,0.217,0.068,1
26.0,45.5,0.23600000000000002,0.053,1
25.0,45.5,0.203,0.053,1
28.0,45.7,0.21100000000000002,0.052000000000000005,1
25.0,45.6,0.2,0.052000000000000005,1
25.0,45.3,0.203,0.054000000000000006,1
30.0,45.9,0.21600000000000005,0.051,1
27.0,45.3,0.263,0.054000000000000006,1
28.0,44.5,0.201,0.059000000000000004,1
27.0,44.6,0.205,0.059000000000000004,1
39.0,47.4,0.214,0.043,1
37.0,46.9,0.203,0.045,1
37.0,47.5,0.20199999999999999,0.042,1
26.0,44.2,0.228,0.062,1
26.0,45.0,0.235,0.055999999999999994,1
25.0,43.8,0.20600000000000002,0.065,1
25.0,43.1,0.223,0.07,1
26.0,45.2,0.217,0.055,1
25.0,44.1,0.205,0.063,1
30.0,45.3,0.20800000000000002,0.054000000000000006,1
27.0,45.7,0.249,0.052000000000000005,1
26.0,45.5,0.21,0.053,1
25.0,43.6,0.204,0.066,1
29.0,45.9,0.23399999999999999,0.051,1
25.0,43.4,0.254,0.067,1
25.0,43.4,0.20600000000000002,0.068,1
28.0,43.5,0.27699999999999997,0.067,1
29.0,44.3,0.21,0.061,1
29.0,45.1,0.218,0.055999999999999994,1
29.0,44.7,0.201,0.057999999999999996,1
30.0,44.0,0.293,0.063,1
30.0,45.1,0.207,0.055999999999999994,1
31.0,44.4,0.294,0.06,1
33.0,45.6,0.247,0.052000000000000005,1
36.0,45.9,0.209,0.051,1
32.0,46.0,0.21100000000000002,0.05,1
27.0,44.5,0.20199999999999999,0.06,1
27.0,44.3,0.205,0.061,1
28.0,44.6,0.2,0.059000000000000004,1
26.0,44.5,0.20600000000000002,0.06,1
27.0,43.8,0.215,0.064,1
25.0,42.2,0.201,0.078,1
64.0,49.8,0.23199999999999998,0.032,1
65.0,50.9,0.23,0.028999999999999998,1
69.0,49.6,0.228,0.033,1
26.0,46.1,0.205,0.05,1
67.0,52.2,0.23,0.024,1
32.0,47.8,0.23399999999999999,0.040999999999999995,1
60.0,52.7,0.23,0.023,1
68.0,51.6,0.22899999999999998,0.026000000000000002,1
26.0,44.0,0.20199999999999999,0.063,1
25.0,43.1,0.226,0.07,1
25.0,45.0,0.215,0.055999999999999994,1
26.0,44.0,0.218,0.063,1
25.0,43.5,0.20199999999999999,0.067,1
27.0,45.8,0.209,0.051,1
25.0,45.2,0.22,0.055,1
48.0,52.1,0.23199999999999998,0.025,1
55.0,51.5,0.23,0.027000000000000003,1
54.0,51.0,0.23,0.027999999999999997,1
47.0,49.7,0.23199999999999998,0.033,1
45.0,49.8,0.237,0.032,1
27.0,46.1,0.205,0.05,1
26.0,45.3,0.203,0.054000000000000006,1
25.0,44.0,0.23199999999999998,0.063,1
26.0,44.2,0.222,0.061,1
29.0,45.5,0.207,0.053,1
27.0,45.2,0.217,0.055,1
28.0,44.6,0.218,0.059000000000000004,1
25.0,43.3,0.22,0.068,1
27.0,45.0,0.20199999999999999,0.055999999999999994,1
30.0,45.3,0.214,0.054000000000000006,1
26.0,46.4,0.20199999999999999,0.048,1
25.0,47.1,0.217,0.044000000000000004,1
26.0,45.3,0.207,0.054000000000000006,1
30.0,46.2,0.24600000000000002,0.049,1
50.0,48.8,0.209,0.036000000000000004,1
25.0,42.9,0.207,0.07200000000000001,1
26.0,45.3,0.213,0.054000000000000006,1
26.0,44.6,0.203,0.059000000000000004,1
30.0,45.1,0.2,0.055,1
27.0,45.3,0.228,0.055,1
27.0,44.7,0.251,0.057999999999999996,1
26.0,45.8,0.201,0.051,1
25.0,42.6,0.203,0.07400000000000001,1
25.0,44.1,0.251,0.062,1
25.0,43.5,0.214,0.067,1
25.0,43.2,0.2,0.07,1
28.0,43.7,0.23800000000000002,0.066,1
29.0,43.8,0.243,0.065,1
29.0,44.5,0.231,0.06,1
30.0,44.0,0.243,0.063,1
30.0,44.2,0.254,0.062,1
31.0,43.8,0.24600000000000002,0.064,1
32.0,45.0,0.2,0.055999999999999994,1
25.0,42.9,0.20800000000000002,0.071,1
28.0,44.4,0.203,0.06,1
25.0,42.8,0.20800000000000002,0.073,1
25.0,43.1,0.239,0.07,1
26.0,43.9,0.218,0.064,1
25.0,43.6,0.21,0.066,1
27.0,44.6,0.214,0.059000000000000004,1
25.0,45.0,0.28800000000000003,0.055999999999999994,1
26.0,44.9,0.21600000000000005,0.057,1
28.0,44.8,0.207,0.057,1
25.0,43.3,0.22699999999999998,0.068,1
26.0,44.5,0.239,0.059000000000000004,1
25.0,44.8,0.23600000000000002,0.057,1
25.0,43.9,0.205,0.064,1
29.0,45.6,0.204,0.053,1
30.0,46.0,0.255,0.05,1
27.0,44.6,0.20199999999999999,0.059000000000000004,1
27.0,44.9,0.24100000000000002,0.057,1
27.0,44.7,0.27399999999999997,0.057999999999999996,1
25.0,43.6,0.201,0.066,1
27.0,43.1,0.205,0.07,1
25.0,43.8,0.23800000000000002,0.065,1
25.0,43.2,0.215,0.069,1
38.0,46.1,0.237,0.049,1
39.0,47.4,0.31,0.043,1
85.0,52.0,0.256,0.025,1
26.0,41.7,0.249,0.08199999999999999,1
84.0,52.2,0.23600000000000002,0.025,1
25.0,43.1,0.22699999999999998,0.07,1
25.0,43.3,0.235,0.069,1
28.0,44.2,0.228,0.062,1
29.0,44.5,0.276,0.06,1
29.0,45.0,0.201,0.055999999999999994,1
30.0,44.5,0.27899999999999997,0.059000000000000004,1
30.0,44.8,0.214,0.057,1
31.0,44.2,0.237,0.062,1
32.0,44.9,0.24100000000000002,0.057,1
25.0,45.0,0.21899999999999997,0.055999999999999994,1
27.0,44.2,0.21,0.062,1
25.0,43.4,0.226,0.068,1
25.0,44.5,0.203,0.06,1
28.0,44.3,0.205,0.061,1
28.0,45.8,0.201,0.052000000000000005,1
29.0,44.7,0.207,0.057999999999999996,1
25.0,42.8,0.209,0.073,1
25.0,42.4,0.221,0.076,1
26.0,43.9,0.223,0.064,1
28.0,46.0,0.20800000000000002,0.05,1
25.0,44.9,0.20800000000000002,0.057,1
25.0,42.9,0.213,0.071,1
28.0,44.1,0.2,0.062,1
27.0,43.8,0.21100000000000002,0.064,1
25.0,45.2,0.27399999999999997,0.055,1
28.0,44.7,0.23600000000000002,0.057999999999999996,1
25.0,43.1,0.243,0.07,1
26.0,44.1,0.263,0.062,1
25.0,43.7,0.24100000000000002,0.065,1
25.0,43.3,0.24100000000000002,0.068,1
28.0,44.8,0.223,0.057999999999999996,1
29.0,45.6,0.213,0.052000000000000005,1
30.0,45.8,0.24600000000000002,0.051,1
25.0,44.3,0.2,0.061,1
25.0,44.5,0.22,0.059000000000000004,1
29.0,46.3,0.212,0.048,1
27.0,45.1,0.21100000000000002,0.055,1
27.0,45.1,0.261,0.055999999999999994,1
26.0,45.8,0.2,0.052000000000000005,1
30.0,44.3,0.207,0.061,1
25.0,40.5,0.212,0.095,1
25.0,41.8,0.25,0.08199999999999999,1
40.0,47.6,0.32799999999999996,0.042,1
27.0,44.6,0.397,0.059000000000000004,1
27.0,43.9,0.37799999999999995,0.064,1
38.0,45.8,0.32299999999999995,0.051,1
26.0,38.2,0.222,0.12300000000000001,1
28.0,40.4,0.2,0.095,1
26.0,39.8,0.272,0.10300000000000001,1
38.0,43.4,0.364,0.068,1
25.0,40.3,0.318,0.096,1
25.0,43.4,0.24100000000000002,0.067,1
25.0,43.0,0.222,0.071,1
28.0,44.3,0.23399999999999999,0.061,1
29.0,44.5,0.306,0.06,1
30.0,44.1,0.317,0.062,1
31.0,44.6,0.248,0.059000000000000004,1
32.0,45.1,0.247,0.055999999999999994,1
27.0,44.2,0.21100000000000002,0.062,1
25.0,43.1,0.22899999999999998,0.07,1
28.0,44.7,0.215,0.057999999999999996,1
28.0,43.8,0.203,0.065,1
29.0,45.0,0.22,0.055999999999999994,1
25.0,42.3,0.264,0.076,1
27.0,44.4,0.20199999999999999,0.06,1
25.0,44.6,0.204,0.059000000000000004,1
26.0,43.7,0.207,0.065,1
28.0,45.9,0.223,0.051,1
25.0,43.2,0.222,0.069,1
27.0,43.8,0.2,0.065,1
25.0,44.7,0.22899999999999998,0.059000000000000004,1
28.0,45.7,0.21600000000000005,0.052000000000000005,1
28.0,45.0,0.221,0.055999999999999994,1
25.0,42.8,0.215,0.07200000000000001,1
26.0,44.6,0.252,0.059000000000000004,1
25.0,43.9,0.23,0.064,1
25.0,43.9,0.23,0.064,1
25.0,44.1,0.22699999999999998,0.062,1
26.0,43.1,0.205,0.07,1
29.0,45.6,0.22899999999999998,0.053,1
30.0,45.7,0.25,0.052000000000000005,1
27.0,45.0,0.218,0.055999999999999994,1
26.0,42.7,0.204,0.07400000000000001,1
25.0,44.4,0.201,0.06,1
29.0,46.3,0.252,0.049,1
26.0,45.4,0.213,0.053,1
27.0,45.7,0.204,0.052000000000000005,1
27.0,45.0,0.262,0.055999999999999994,1
26.0,45.4,0.204,0.054000000000000006,1
30.0,44.3,0.201,0.061,1
25.0,40.4,0.23800000000000002,0.096,1
25.0,44.2,0.22699999999999998,0.062,1
25.0,42.9,0.205,0.07200000000000001,1
25.0,43.2,0.201,0.069,1
28.0,43.8,0.259,0.065,1
29.0,44.5,0.301,0.06,1
30.0,43.5,0.3,0.067,1
31.0,44.2,0.23399999999999999,0.062,1
32.0,44.7,0.27,0.057999999999999996,1
27.0,44.5,0.2,0.06,1
27.0,44.1,0.20600000000000002,0.062,1
25.0,44.2,0.20600000000000002,0.062,1
25.0,42.5,0.20600000000000002,0.075,1
29.0,45.3,0.205,0.054000000000000006,1
25.0,42.6,0.341,0.07400000000000001,1
25.0,42.3,0.20600000000000002,0.077,1
25.0,45.5,0.218,0.053,1
27.0,43.4,0.20800000000000002,0.068,1
25.0,45.0,0.212,0.055999999999999994,1
31.0,45.4,0.2,0.054000000000000006,1
29.0,44.0,0.215,0.063,1
26.0,45.2,0.23399999999999999,0.055,1
26.0,45.4,0.225,0.054000000000000006,1
26.0,44.8,0.226,0.057999999999999996,1
27.0,46.1,0.26,0.049,1
26.0,46.5,0.2,0.047,1
30.0,45.8,0.20600000000000002,0.052000000000000005,1
28.0,45.0,0.22,0.057,1
26.0,45.1,0.218,0.055,1
25.0,43.9,0.223,0.064,1
25.0,43.2,0.223,0.069,1
26.0,43.3,0.207,0.068,1
27.0,44.7,0.201,0.057999999999999996,1
29.0,45.6,0.22399999999999998,0.053,1
30.0,45.7,0.228,0.052000000000000005,1
27.0,45.4,0.215,0.054000000000000006,1
26.0,45.8,0.21600000000000005,0.051,1
25.0,44.2,0.209,0.061,1
29.0,46.9,0.22899999999999998,0.045,1
25.0,44.0,0.2,0.063,1
28.0,46.2,0.209,0.049,1
27.0,45.3,0.23,0.054000000000000006,1
27.0,45.9,0.21600000000000005,0.051,1
28.0,44.7,0.204,0.057999999999999996,1
26.0,42.7,0.205,0.073,1
27.0,45.1,0.21100000000000002,0.055999999999999994,1
28.0,43.8,0.254,0.064,1
29.0,45.4,0.213,0.054000000000000006,1
30.0,44.3,0.295,0.061,1
31.0,45.6,0.242,0.053,1
31.0,44.7,0.223,0.057999999999999996,1
32.0,45.5,0.239,0.053,1
27.0,44.2,0.207,0.062,1
27.0,44.8,0.201,0.057,1
25.0,43.6,0.204,0.066,1
25.0,42.7,0.363,0.073,1
25.0,42.5,0.218,0.075,1
26.0,46.1,0.21600000000000005,0.05,1
26.0,43.9,0.201,0.064,1
27.0,45.2,0.209,0.055,1
25.0,44.8,0.218,0.057999999999999996,1
29.0,43.9,0.214,0.064,1
25.0,44.5,0.272,0.06,1
26.0,44.5,0.231,0.06,1
27.0,45.6,0.226,0.053,1
26.0,45.8,0.201,0.052000000000000005,1
28.0,45.5,0.22899999999999998,0.053,1
25.0,43.5,0.20199999999999999,0.067,1
25.0,42.6,0.26,0.07400000000000001,1
28.0,43.5,0.243,0.067,1
30.0,45.3,0.215,0.054000000000000006,1
26.0,45.5,0.242,0.053,1
27.0,43.9,0.20600000000000002,0.064,1
25.0,42.5,0.204,0.075,1
25.0,43.7,0.26,0.065,1
29.0,46.9,0.239,0.045,1
28.0,45.7,0.209,0.052000000000000005,1
27.0,45.3,0.21100000000000002,0.054000000000000006,1
27.0,44.9,0.23600000000000002,0.057,1
26.0,42.6,0.20600000000000002,0.07400000000000001,1
29.0,44.1,0.226,0.062,1
30.0,44.0,0.33799999999999997,0.063,1
31.0,45.3,0.27699999999999997,0.055,1
31.0,44.6,0.21,0.059000000000000004,1
32.0,45.4,0.204,0.053,1
25.0,43.3,0.222,0.068,1
29.0,44.8,0.215,0.057999999999999996,1
27.0,44.8,0.201,0.057999999999999996,1
27.0,45.2,0.28600000000000003,0.055,1
26.0,44.4,0.239,0.06,1
26.0,44.2,0.222,0.061,1
25.0,43.8,0.218,0.065,1
27.0,43.9,0.22,0.064,1
27.0,43.7,0.215,0.066,1
25.0,44.4,0.214,0.061,1
25.0,44.7,0.239,0.057999999999999996,1
27.0,45.2,0.22,0.055,1
26.0,45.4,0.204,0.054000000000000006,1
25.0,43.2,0.223,0.069,1
25.0,44.9,0.204,0.057,1
25.0,44.1,0.209,0.062,1
26.0,45.0,0.226,0.055999999999999994,1
27.0,44.8,0.21899999999999997,0.057999999999999996,1
27.0,44.9,0.214,0.057,1
25.0,42.7,0.237,0.073,1
25.0,43.1,0.214,0.07,1
25.0,43.1,0.222,0.07,1
28.0,43.7,0.204,0.065,1
28.0,43.7,0.26899999999999996,0.066,1
29.0,43.6,0.282,0.066,1
30.0,43.6,0.32899999999999996,0.066,1
30.0,44.2,0.262,0.062,1
31.0,44.9,0.225,0.057,1
31.0,44.0,0.21,0.063,1
25.0,42.4,0.204,0.076,1
25.0,43.5,0.225,0.067,1
30.0,44.2,0.2,0.062,1
30.0,43.7,0.215,0.066,1
32.0,45.6,0.21,0.053,1
30.0,44.8,0.217,0.057999999999999996,1
29.0,45.3,0.242,0.054000000000000006,1
25.0,43.3,0.223,0.068,1
28.0,45.4,0.204,0.053,1
27.0,45.0,0.284,0.055999999999999994,1
27.0,45.1,0.20800000000000002,0.055999999999999994,1
25.0,44.5,0.207,0.06,1
31.0,44.1,0.22699999999999998,0.062,1
25.0,42.5,0.28,0.075,1
77.0,49.6,0.213,0.033,1
76.0,50.3,0.275,0.031,1
76.0,49.8,0.221,0.032,1
27.0,43.1,0.21100000000000002,0.07,1
27.0,42.8,0.205,0.073,1
25.0,44.1,0.21,0.062,1
25.0,43.8,0.294,0.065,1
29.0,45.5,0.209,0.053,1
25.0,46.5,0.261,0.047,1
25.0,47.3,0.201,0.043,1
28.0,45.4,0.256,0.054000000000000006,1
68.0,50.8,0.226,0.028999999999999998,1
64.0,50.7,0.20600000000000002,0.028999999999999998,1
29.0,46.0,0.214,0.05,1
26.0,43.5,0.205,0.067,1
27.0,44.2,0.22899999999999998,0.061,1
28.0,45.9,0.21,0.05,1
30.0,45.0,0.201,0.055999999999999994,1
25.0,43.6,0.22899999999999998,0.066,1
76.0,51.7,0.212,0.026000000000000002,1
25.0,44.2,0.21,0.062,1
30.0,44.5,0.20600000000000002,0.06,1
30.0,44.6,0.209,0.059000000000000004,1
27.0,45.4,0.275,0.054000000000000006,1
27.0,44.4,0.2,0.06,1
27.0,45.1,0.2,0.055999999999999994,1
26.0,44.4,0.21899999999999997,0.061,1
25.0,44.5,0.201,0.06,1
29.0,44.5,0.207,0.06,1
27.0,43.8,0.209,0.065,1
25.0,42.8,0.21899999999999997,0.073,1
25.0,43.5,0.221,0.067,1
25.0,44.3,0.223,0.061,1
25.0,45.7,0.205,0.052000000000000005,1
27.0,44.8,0.204,0.057,1
30.0,43.5,0.20600000000000002,0.067,1
27.0,45.0,0.21,0.057,1
29.0,44.3,0.2,0.061,1
25.0,44.2,0.20800000000000002,0.062,1
25.0,42.4,0.221,0.076,1
29.0,44.4,0.21100000000000002,0.06,1
31.0,44.5,0.271,0.059000000000000004,1
30.0,45.8,0.201,0.052000000000000005,1
27.0,45.5,0.21,0.053,1
32.0,45.6,0.226,0.053,1
26.0,39.9,0.20800000000000002,0.10099999999999999,1
25.0,39.7,0.222,0.10400000000000001,1
28.0,43.1,0.231,0.07,1
75.0,49.0,0.22699999999999998,0.035,1
34.0,45.8,0.21600000000000005,0.052000000000000005,1
33.0,45.3,0.24100000000000002,0.054000000000000006,1
32.0,45.1,0.247,0.055999999999999994,1
31.0,44.8,0.262,0.057999999999999996,1
27.0,41.4,0.223,0.085,1
31.0,43.0,0.20800000000000002,0.071,1
29.0,45.2,0.225,0.055,1
27.0,43.1,0.22899999999999998,0.07,1
28.0,45.8,0.215,0.051,1
26.0,44.7,0.22899999999999998,0.057999999999999996,1
74.0,51.0,0.239,0.027999999999999997,1
74.0,51.0,0.27699999999999997,0.027999999999999997,1
28.0,45.2,0.212,0.055,1
29.0,43.9,0.228,0.064,1
32.0,43.3,0.28300000000000003,0.069,1
31.0,43.4,0.21,0.068,1
25.0,44.1,0.20199999999999999,0.063,1
25.0,43.5,0.21,0.067,1
27.0,45.0,0.20800000000000002,0.055999999999999994,1
27.0,45.2,0.22699999999999998,0.055,1
26.0,44.0,0.21100000000000002,0.063,1
25.0,43.7,0.207,0.065,1
25.0,42.8,0.284,0.073,1
25.0,42.8,0.24600000000000002,0.073,1
28.0,43.4,0.27399999999999997,0.067,1
29.0,43.9,0.318,0.064,1
30.0,43.4,0.27699999999999997,0.067,1
30.0,44.3,0.281,0.061,1
31.0,43.7,0.255,0.065,1
32.0,44.3,0.264,0.061,1
25.0,42.5,0.201,0.075,1
30.0,43.4,0.201,0.068,1
25.0,44.2,0.228,0.062,1
25.0,44.1,0.20800000000000002,0.062,1
32.0,46.3,0.233,0.048,1
30.0,45.4,0.20199999999999999,0.054000000000000006,1
29.0,45.5,0.23,0.053,1
25.0,43.9,0.205,0.064,1
29.0,46.4,0.213,0.048,1
27.0,45.1,0.264,0.055,1
25.0,43.2,0.201,0.069,1
25.0,42.3,0.222,0.076,1
27.0,42.8,0.217,0.073,1
25.0,43.5,0.21,0.066,1
25.0,44.0,0.27899999999999997,0.063,1
29.0,45.9,0.20600000000000002,0.051,1
25.0,46.6,0.205,0.047,1
25.0,46.4,0.256,0.048,1
28.0,45.6,0.21899999999999997,0.052000000000000005,1
26.0,43.5,0.20199999999999999,0.067,1
27.0,45.1,0.20800000000000002,0.055999999999999994,1
25.0,42.8,0.213,0.073,1
27.0,43.6,0.21600000000000005,0.066,1
28.0,45.9,0.2,0.051,1
25.0,43.2,0.22399999999999998,0.07,1
29.0,45.7,0.226,0.052000000000000005,1
29.0,46.2,0.214,0.049,1
32.0,46.2,0.201,0.049,1
26.0,43.5,0.221,0.067,1
27.0,45.4,0.223,0.054000000000000006,1
26.0,45.0,0.207,0.055999999999999994,1
27.0,43.8,0.22,0.064,1
25.0,42.5,0.248,0.075,1
25.0,44.3,0.209,0.061,1
27.0,44.7,0.204,0.057999999999999996,1
29.0,43.8,0.20800000000000002,0.065,1
30.0,45.6,0.20199999999999999,0.052000000000000005,1
25.0,39.6,0.242,0.105,1
26.0,41.6,0.262,0.083,1
33.0,43.1,0.20800000000000002,0.07,1
25.0,42.8,0.20600000000000002,0.073,1
28.0,43.4,0.21,0.068,1
26.0,44.4,0.203,0.06,1
41.0,46.0,0.205,0.05,1
31.0,45.4,0.322,0.054000000000000006,1
75.0,48.9,0.209,0.036000000000000004,1
35.0,44.8,0.225,0.057,1
