Elevation,Sig1,Total_S4_Sig1,Correction_total_S4_Sig1,y
49.0,48.7,0.412,0.037000000000000005,2
48.0,46.7,0.513,0.046,2
53.0,47.3,0.489,0.043,2
37.0,44.2,0.42,0.062,2
43.0,43.9,0.569,0.064,2
30.0,43.1,0.486,0.07,2
51.0,46.5,0.443,0.047,2
45.0,45.0,0.489,0.057,2
35.0,42.3,0.478,0.077,2
31.0,42.4,0.442,0.076,2
26.0,41.3,0.402,0.086,2
29.0,44.3,0.452,0.061,2
44.0,46.2,0.46,0.049,2
55.0,47.8,0.468,0.041,2
55.0,48.3,0.408,0.039,2
74.0,49.2,0.496,0.035,2
28.0,42.5,0.419,0.075,2
38.0,42.5,0.517,0.075,2
42.0,43.2,0.596,0.069,2
47.0,46.5,0.5539999999999999,0.048,2
36.0,45.0,0.434,0.056,2
29.0,44.4,0.419,0.06,2
81.0,47.1,0.408,0.044,2
37.0,44.5,0.585,0.059,2
34.0,42.9,0.487,0.071,2
44.0,46.4,0.476,0.048,2
79.0,50.7,0.459,0.029,2
57.0,48.3,0.51,0.038,2
56.0,47.4,0.539,0.043,2
28.0,39.2,0.494,0.109,2
32.0,40.8,0.468,0.092,2
33.0,43.6,0.58,0.066,2
31.0,43.5,0.561,0.067,2
32.0,38.1,0.498,0.124,2
32.0,35.3,0.428,0.172,2
31.0,40.5,0.436,0.095,2
30.0,38.2,0.438,0.124,2
29.0,40.0,0.464,0.1,2
33.0,38.6,0.495,0.118,2
34.0,37.3,0.454,0.13699999999999998,2
34.0,43.1,0.505,0.07,2
34.0,42.8,0.424,0.073,2
38.0,45.4,0.4,0.054000000000000006,2
37.0,44.7,0.474,0.058,2
36.0,43.4,0.565,0.068,2
34.0,45.7,0.439,0.052000000000000005,2
33.0,40.8,0.465,0.091,2
38.0,33.6,0.443,0.211,2
61.0,40.0,0.452,0.1,2
32.0,37.6,0.5,0.132,2
60.0,39.3,0.476,0.108,2
52.0,41.2,0.507,0.08800000000000001,2
47.0,41.3,0.585,0.086,2
59.0,42.1,0.57,0.078,2
30.0,42.6,0.458,0.07400000000000001,2
55.0,45.6,0.535,0.052000000000000005,2
46.0,47.2,0.426,0.044,2
30.0,44.5,0.401,0.06,2
42.0,45.0,0.417,0.056,2
40.0,46.7,0.403,0.046,2
30.0,38.0,0.444,0.127,2
41.0,42.1,0.401,0.078,2
42.0,40.5,0.488,0.095,2
42.0,45.1,0.457,0.055,2
41.0,41.7,0.484,0.08199999999999999,2
39.0,37.9,0.518,0.127,2
41.0,40.1,0.48,0.099,2
39.0,37.3,0.442,0.136,2
39.0,40.7,0.537,0.092,2
25.0,39.4,0.451,0.107,2
66.0,47.9,0.526,0.04,2
29.0,42.3,0.595,0.077,2
50.0,45.8,0.568,0.051,2
25.0,41.7,0.4320000000000001,0.08199999999999999,2
66.0,48.4,0.529,0.038,2
28.0,42.8,0.45,0.07200000000000001,2
51.0,46.2,0.49,0.049,2
27.0,41.9,0.426,0.081,2
81.0,49.0,0.52,0.036000000000000004,2
62.0,48.7,0.496,0.037000000000000005,2
26.0,41.9,0.594,0.081,2
29.0,42.5,0.51,0.075,2
40.0,46.1,0.412,0.05,2
30.0,43.3,0.45,0.069,2
44.0,46.0,0.47100000000000003,0.05,2
45.0,43.5,0.506,0.067,2
27.0,37.2,0.578,0.138,2
46.0,44.7,0.51,0.059,2
50.0,47.1,0.53,0.044,2
34.0,41.6,0.489,0.083,2
33.0,43.2,0.563,0.069,2
77.0,50.9,0.438,0.029,2
77.0,51.4,0.407,0.027000000000000003,2
48.0,43.4,0.526,0.067,2
74.0,49.8,0.539,0.032,2
25.0,41.9,0.4,0.08,2
37.0,43.8,0.486,0.065,2
38.0,43.5,0.536,0.067,2
68.0,48.5,0.434,0.038,2
25.0,42.2,0.438,0.077,2
79.0,50.2,0.442,0.031,2
68.0,48.6,0.541,0.037000000000000005,2
41.0,43.1,0.563,0.07,2
36.0,45.0,0.412,0.057,2
25.0,40.5,0.55,0.095,2
37.0,43.6,0.413,0.066,2
48.0,47.3,0.472,0.043,2
88.0,47.0,0.402,0.045,2
41.0,46.6,0.456,0.047,2
39.0,45.5,0.438,0.053,2
36.0,44.7,0.585,0.058,2
41.0,44.7,0.518,0.058,2
33.0,36.0,0.461,0.159,2
39.0,35.0,0.561,0.179,2
38.0,39.1,0.414,0.111,2
37.0,44.7,0.42,0.058,2
34.0,43.4,0.447,0.068,2
27.0,42.2,0.504,0.078,2
42.0,45.5,0.542,0.053,2
43.0,46.1,0.46,0.05,2
29.0,41.1,0.461,0.08800000000000001,2
31.0,43.5,0.458,0.067,2
30.0,40.9,0.4,0.09,2
42.0,39.3,0.503,0.108,2
40.0,34.3,0.412,0.195,2
45.0,45.8,0.5579999999999999,0.051,2
78.0,49.4,0.512,0.034,2
27.0,44.0,0.504,0.063,2
30.0,44.2,0.476,0.062,2
47.0,42.8,0.459,0.073,2
45.0,41.1,0.493,0.08800000000000001,2
34.0,40.5,0.465,0.095,2
28.0,41.8,0.407,0.08199999999999999,2
31.0,44.0,0.435,0.063,2
26.0,40.8,0.4,0.091,2
25.0,42.4,0.436,0.076,2
25.0,43.2,0.459,0.069,2
31.0,42.5,0.465,0.075,2
42.0,45.9,0.487,0.051,2
27.0,40.9,0.453,0.091,2
33.0,43.7,0.467,0.065,2
26.0,40.9,0.4,0.091,2
31.0,42.6,0.451,0.07400000000000001,2
26.0,39.0,0.519,0.113,2
28.0,43.0,0.494,0.071,2
45.0,46.7,0.443,0.046,2
46.0,46.5,0.436,0.047,2
27.0,42.9,0.4270000000000001,0.07200000000000001,2
43.0,45.8,0.502,0.052000000000000005,2
32.0,44.2,0.466,0.062,2
34.0,42.7,0.486,0.073,2
42.0,46.4,0.407,0.048,2
32.0,44.6,0.449,0.059,2
25.0,39.6,0.573,0.105,2
34.0,42.7,0.585,0.073,2
38.0,44.2,0.4270000000000001,0.062,2
25.0,39.5,0.539,0.106,2
33.0,44.7,0.475,0.058,2
25.0,43.0,0.413,0.071,2
34.0,44.1,0.421,0.063,2
35.0,45.4,0.4370000000000001,0.054000000000000006,2
25.0,41.8,0.518,0.081,2
35.0,39.3,0.402,0.108,2
35.0,42.0,0.584,0.079,2
35.0,43.8,0.534,0.065,2
35.0,43.9,0.429,0.064,2
40.0,44.5,0.498,0.06,2
34.0,44.2,0.556,0.062,2
40.0,43.7,0.428,0.065,2
34.0,43.5,0.462,0.067,2
40.0,43.6,0.528,0.066,2
41.0,44.3,0.424,0.061,2
33.0,44.2,0.56,0.062,2
30.0,43.9,0.441,0.064,2
36.0,42.1,0.466,0.078,2
26.0,41.4,0.5,0.085,2
34.0,44.1,0.4320000000000001,0.062,2
26.0,39.6,0.475,0.104,2
34.0,41.3,0.458,0.086,2
27.0,40.2,0.546,0.098,2
32.0,42.1,0.405,0.078,2
28.0,41.5,0.41,0.084,2
31.0,43.6,0.461,0.066,2
25.0,42.9,0.42,0.07200000000000001,2
25.0,42.5,0.469,0.075,2
36.0,44.3,0.485,0.061,2
51.0,48.6,0.402,0.037000000000000005,2
35.0,42.6,0.419,0.07400000000000001,2
29.0,41.0,0.53,0.08900000000000001,2
32.0,42.0,0.462,0.08,2
28.0,41.7,0.407,0.083,2
31.0,43.9,0.445,0.064,2
25.0,42.7,0.476,0.07400000000000001,2
57.0,47.8,0.476,0.041,2
59.0,47.6,0.433,0.042,2
27.0,41.3,0.5660000000000001,0.086,2
54.0,47.6,0.425,0.042,2
34.0,33.0,0.435,0.226,2
30.0,32.0,0.483,0.252,2
30.0,31.3,0.439,0.273,2
29.0,31.7,0.4320000000000001,0.263,2
26.0,30.4,0.41600000000000004,0.306,2
25.0,28.2,0.528,0.396,2
25.0,30.1,0.436,0.316,2
26.0,30.2,0.47,0.313,2
29.0,32.0,0.401,0.252,2
29.0,29.9,0.47700000000000004,0.322,2
29.0,31.2,0.402,0.278,2
29.0,31.8,0.44799999999999995,0.26,2
25.0,30.5,0.447,0.301,2
25.0,28.2,0.507,0.396,2
25.0,28.0,0.491,0.405,2
26.0,31.4,0.529,0.273,2
26.0,32.2,0.48,0.247,2
25.0,30.2,0.457,0.311,2
33.0,31.6,0.41200000000000003,0.266,2
33.0,30.5,0.47,0.303,2
28.0,31.5,0.423,0.27,2
26.0,31.2,0.517,0.27899999999999997,2
25.0,30.5,0.44799999999999995,0.303,2
29.0,30.8,0.405,0.29100000000000004,2
29.0,28.3,0.521,0.39,2
28.0,30.1,0.461,0.317,2
27.0,30.2,0.529,0.312,2
67.0,49.0,0.425,0.035,2
68.0,48.5,0.588,0.037000000000000005,2
31.0,43.3,0.416,0.069,2
40.0,45.3,0.475,0.054000000000000006,2
32.0,41.0,0.48100000000000004,0.08900000000000001,2
31.0,43.6,0.431,0.066,2
31.0,41.1,0.4,0.08800000000000001,2
25.0,42.6,0.45899999999999996,0.07400000000000001,2
45.0,45.4,0.468,0.054000000000000006,2
46.0,46.3,0.487,0.049,2
28.0,42.6,0.501,0.07400000000000001,2
37.0,45.0,0.509,0.056,2
26.0,29.3,0.504,0.34700000000000003,2
33.0,30.4,0.475,0.305,2
33.0,27.7,0.59,0.42100000000000004,2
33.0,29.0,0.532,0.359,2
33.0,32.7,0.415,0.23199999999999998,2
34.0,32.9,0.41200000000000003,0.228,2
30.0,32.4,0.475,0.242,2
30.0,33.3,0.408,0.218,2
30.0,31.6,0.44299999999999995,0.267,2
29.0,31.5,0.4270000000000001,0.26899999999999996,2
27.0,35.5,0.498,0.16699999999999998,2
26.0,30.0,0.43,0.319,2
28.0,31.1,0.402,0.282,2
25.0,28.9,0.479,0.365,2
28.0,31.4,0.402,0.273,2
25.0,30.3,0.42,0.311,2
32.0,30.2,0.406,0.313,2
32.0,29.7,0.42,0.332,2
29.0,30.9,0.48700000000000004,0.289,2
27.0,30.4,0.486,0.307,2
27.0,29.7,0.46399999999999997,0.33,2
28.0,30.0,0.447,0.32,2
28.0,30.0,0.442,0.322,2
28.0,28.2,0.52,0.395,2
28.0,30.1,0.429,0.317,2
31.0,30.5,0.439,0.301,2
31.0,30.6,0.457,0.298,2
31.0,31.1,0.406,0.28,2
31.0,31.2,0.40700000000000003,0.278,2
32.0,29.6,0.461,0.337,2
27.0,29.8,0.4320000000000001,0.327,2
27.0,31.1,0.4,0.281,2
27.0,30.5,0.405,0.3,2
26.0,32.0,0.4970000000000001,0.255,2
25.0,31.8,0.43799999999999994,0.258,2
25.0,29.1,0.5379999999999999,0.35600000000000004,2
31.0,30.4,0.42100000000000004,0.306,2
30.0,30.1,0.43,0.318,2
29.0,30.1,0.41200000000000003,0.318,2
29.0,31.4,0.41700000000000004,0.27,2
25.0,31.5,0.46299999999999997,0.268,2
25.0,29.2,0.522,0.35200000000000004,2
25.0,30.9,0.415,0.289,2
34.0,31.8,0.46,0.26,2
34.0,31.8,0.40399999999999997,0.261,2
34.0,32.1,0.457,0.252,2
34.0,31.4,0.40700000000000003,0.272,2
32.0,31.8,0.485,0.259,2
32.0,30.9,0.419,0.29,2
34.0,32.4,0.457,0.242,2
33.0,33.0,0.439,0.225,2
32.0,30.4,0.439,0.304,2
32.0,31.4,0.433,0.271,2
33.0,30.6,0.405,0.299,2
33.0,30.8,0.431,0.29100000000000004,2
33.0,32.4,0.401,0.242,2
25.0,30.0,0.447,0.319,2
25.0,28.6,0.522,0.379,2
32.0,29.0,0.564,0.36200000000000004,2
26.0,30.1,0.46399999999999997,0.318,2
26.0,30.4,0.42700000000000005,0.307,2
25.0,29.2,0.493,0.35200000000000004,2
25.0,31.9,0.423,0.257,2
25.0,31.4,0.435,0.271,2
25.0,31.1,0.429,0.281,2
25.0,30.0,0.494,0.32,2
26.0,31.6,0.42700000000000005,0.266,2
26.0,29.6,0.5920000000000001,0.335,2
29.0,29.5,0.467,0.34,2
29.0,30.9,0.40299999999999997,0.289,2
29.0,31.1,0.47700000000000004,0.281,2
28.0,30.4,0.413,0.307,2
28.0,29.9,0.426,0.32299999999999995,2
28.0,30.3,0.42,0.31,2
25.0,31.1,0.405,0.282,2
25.0,30.1,0.48200000000000004,0.318,2
25.0,28.6,0.513,0.376,2
25.0,28.4,0.48100000000000004,0.38799999999999996,2
26.0,31.0,0.513,0.28300000000000003,2
26.0,32.6,0.415,0.235,2
25.0,30.1,0.41100000000000003,0.318,2
33.0,31.5,0.42,0.26899999999999996,2
33.0,30.4,0.475,0.307,2
32.0,32.9,0.465,0.228,2
32.0,30.9,0.429,0.28800000000000003,2
32.0,33.2,0.40700000000000003,0.21899999999999997,2
30.0,30.7,0.461,0.295,2
29.0,31.4,0.43,0.271,2
28.0,30.2,0.588,0.312,2
25.0,32.0,0.4970000000000001,0.252,2
32.0,32.6,0.47600000000000003,0.237,2
31.0,32.3,0.41,0.244,2
30.0,31.2,0.5479999999999999,0.27899999999999997,2
30.0,31.1,0.41200000000000003,0.28300000000000003,2
30.0,32.2,0.40399999999999997,0.248,2
28.0,31.7,0.418,0.262,2
26.0,31.2,0.521,0.27699999999999997,2
25.0,30.6,0.46299999999999997,0.299,2
33.0,31.1,0.414,0.282,2
33.0,31.5,0.401,0.267,2
29.0,30.7,0.402,0.29600000000000004,2
29.0,29.2,0.501,0.35200000000000004,2
28.0,30.9,0.41200000000000003,0.29,2
28.0,30.1,0.46299999999999997,0.316,2
27.0,30.0,0.488,0.319,2
28.0,32.7,0.41100000000000003,0.233,2
25.0,29.5,0.494,0.33799999999999997,2
25.0,31.2,0.405,0.27699999999999997,2
29.0,32.0,0.40299999999999997,0.252,2
29.0,31.0,0.45899999999999996,0.285,2
28.0,28.8,0.537,0.37,2
27.0,28.7,0.507,0.373,2
25.0,40.5,0.418,0.095,2
26.0,40.9,0.443,0.09,2
31.0,43.3,0.436,0.068,2
31.0,41.1,0.4,0.08800000000000001,2
32.0,41.5,0.433,0.084,2
25.0,42.1,0.447,0.078,2
25.0,42.6,0.404,0.07400000000000001,2
33.0,42.4,0.49,0.076,2
34.0,42.4,0.593,0.076,2
27.0,40.8,0.421,0.091,2
35.0,44.9,0.449,0.057,2
34.0,42.7,0.58,0.07400000000000001,2
37.0,44.5,0.473,0.06,2
26.0,29.2,0.527,0.35100000000000003,2
33.0,30.2,0.467,0.313,2
33.0,32.8,0.409,0.23199999999999998,2
34.0,32.8,0.408,0.23199999999999998,2
31.0,34.0,0.409,0.2,2
30.0,32.8,0.47200000000000003,0.231,2
30.0,33.0,0.434,0.226,2
30.0,31.4,0.433,0.273,2
29.0,31.3,0.442,0.273,2
27.0,34.8,0.517,0.183,2
26.0,29.7,0.47600000000000003,0.33299999999999996,2
25.0,28.7,0.505,0.373,2
25.0,30.1,0.442,0.316,2
32.0,30.3,0.405,0.31,2
32.0,29.7,0.439,0.332,2
30.0,30.8,0.406,0.29100000000000004,2
29.0,31.2,0.47700000000000004,0.27899999999999997,2
27.0,30.7,0.47100000000000003,0.29600000000000004,2
27.0,30.1,0.45799999999999996,0.317,2
28.0,30.2,0.439,0.313,2
31.0,31.0,0.419,0.285,2
31.0,30.8,0.469,0.29100000000000004,2
31.0,31.1,0.40399999999999997,0.281,2
32.0,31.1,0.4,0.28,2
32.0,32.3,0.46299999999999997,0.244,2
31.0,32.6,0.406,0.235,2
28.0,34.0,0.429,0.2,2
27.0,29.7,0.455,0.331,2
27.0,30.3,0.415,0.31,2
25.0,32.2,0.467,0.248,2
25.0,32.2,0.46,0.247,2
31.0,31.4,0.409,0.271,2
31.0,30.0,0.418,0.321,2
31.0,30.2,0.419,0.311,2
30.0,29.8,0.45899999999999996,0.327,2
29.0,29.8,0.4320000000000001,0.32899999999999996,2
29.0,31.3,0.413,0.273,2
25.0,31.0,0.488,0.285,2
25.0,29.3,0.5429999999999999,0.349,2
25.0,30.5,0.44299999999999995,0.301,2
34.0,31.3,0.46,0.276,2
34.0,31.8,0.40700000000000003,0.258,2
32.0,31.1,0.455,0.282,2
34.0,34.0,0.42200000000000004,0.2,2
34.0,32.2,0.455,0.24600000000000002,2
34.0,31.7,0.428,0.263,2
34.0,31.6,0.40700000000000003,0.266,2
34.0,31.1,0.46399999999999997,0.281,2
33.0,33.5,0.46,0.214,2
32.0,31.8,0.493,0.259,2
30.0,32.4,0.40399999999999997,0.24100000000000002,2
33.0,31.1,0.40399999999999997,0.281,2
33.0,30.5,0.436,0.303,2
33.0,30.9,0.405,0.287,2
33.0,30.3,0.474,0.307,2
33.0,32.3,0.41100000000000003,0.245,2
32.0,29.3,0.569,0.34700000000000003,2
25.0,30.8,0.46,0.292,2
25.0,29.9,0.509,0.325,2
26.0,31.4,0.44299999999999995,0.271,2
29.0,29.6,0.474,0.336,2
29.0,30.8,0.42200000000000004,0.292,2
29.0,30.9,0.513,0.28800000000000003,2
25.0,29.6,0.523,0.33399999999999996,2
25.0,28.4,0.531,0.38799999999999996,2
25.0,28.2,0.491,0.39399999999999996,2
26.0,30.7,0.479,0.29600000000000004,2
25.0,29.9,0.41,0.324,2
33.0,31.3,0.42,0.275,2
33.0,30.2,0.47700000000000004,0.313,2
33.0,28.8,0.5479999999999999,0.3670000000000001,2
30.0,30.4,0.45899999999999996,0.304,2
29.0,31.8,0.41200000000000003,0.259,2
28.0,32.9,0.40700000000000003,0.22699999999999998,2
25.0,31.8,0.52,0.26,2
32.0,31.9,0.504,0.255,2
30.0,30.4,0.579,0.305,2
30.0,27.0,0.594,0.457,2
28.0,31.5,0.405,0.268,2
26.0,31.1,0.48700000000000004,0.281,2
25.0,30.3,0.48700000000000004,0.308,2
33.0,31.0,0.40700000000000003,0.284,2
29.0,30.5,0.41100000000000003,0.303,2
29.0,29.2,0.518,0.35,2
28.0,30.7,0.4270000000000001,0.29600000000000004,2
28.0,30.3,0.478,0.308,2
27.0,29.9,0.495,0.324,2
25.0,28.6,0.535,0.379,2
25.0,29.9,0.45299999999999996,0.326,2
25.0,31.1,0.419,0.28,2
31.0,34.7,0.426,0.184,2
29.0,30.4,0.498,0.307,2
28.0,42.6,0.419,0.07400000000000001,2
25.0,40.7,0.426,0.092,2
26.0,40.4,0.445,0.095,2
27.0,39.8,0.403,0.103,2
31.0,43.7,0.429,0.066,2
32.0,41.5,0.421,0.084,2
25.0,42.1,0.471,0.079,2
27.0,43.3,0.401,0.068,2
28.0,33.5,0.405,0.212,2
26.0,29.4,0.502,0.344,2
33.0,30.6,0.469,0.298,2
33.0,28.7,0.539,0.375,2
33.0,32.6,0.426,0.237,2
31.0,33.6,0.41,0.209,2
31.0,33.8,0.44299999999999995,0.20600000000000002,2
30.0,33.2,0.42,0.22,2
30.0,32.5,0.457,0.239,2
30.0,31.8,0.4270000000000001,0.259,2
29.0,31.4,0.45399999999999996,0.272,2
27.0,34.4,0.526,0.19,2
26.0,29.5,0.48200000000000004,0.33799999999999997,2
25.0,29.1,0.517,0.35700000000000004,2
25.0,29.8,0.45899999999999996,0.32899999999999996,2
26.0,32.4,0.42,0.242,2
26.0,30.3,0.475,0.308,2
32.0,30.2,0.405,0.312,2
30.0,30.3,0.426,0.308,2
30.0,30.6,0.401,0.297,2
29.0,31.2,0.451,0.27699999999999997,2
31.0,30.7,0.429,0.295,2
31.0,30.3,0.4920000000000001,0.308,2
31.0,31.0,0.40700000000000003,0.285,2
32.0,30.9,0.41,0.287,2
32.0,29.8,0.446,0.327,2
32.0,31.0,0.41100000000000003,0.285,2
32.0,29.0,0.45399999999999996,0.36,2
32.0,29.9,0.431,0.32299999999999995,2
32.0,29.9,0.42100000000000004,0.325,2
32.0,29.1,0.45899999999999996,0.35700000000000004,2
27.0,29.6,0.4320000000000001,0.336,2
27.0,30.9,0.401,0.28800000000000003,2
27.0,30.3,0.425,0.31,2
25.0,31.9,0.41700000000000004,0.256,2
25.0,31.7,0.51,0.261,2
31.0,31.5,0.40299999999999997,0.26899999999999996,2
31.0,30.4,0.418,0.307,2
30.0,30.2,0.42200000000000004,0.314,2
29.0,30.0,0.414,0.32,2
29.0,31.4,0.41100000000000003,0.273,2
25.0,30.7,0.532,0.294,2
25.0,29.2,0.527,0.354,2
25.0,30.4,0.446,0.305,2
34.0,30.9,0.406,0.28800000000000003,2
34.0,31.7,0.433,0.263,2
32.0,31.3,0.402,0.276,2
34.0,31.7,0.532,0.263,2
34.0,31.9,0.526,0.256,2
34.0,30.6,0.426,0.299,2
33.0,33.2,0.52,0.221,2
32.0,32.4,0.444,0.24,2
25.0,28.2,0.5660000000000001,0.395,2
25.0,31.6,0.43799999999999994,0.266,2
25.0,31.2,0.4,0.278,2
25.0,30.6,0.46,0.298,2
26.0,32.2,0.406,0.248,2
26.0,30.3,0.5710000000000001,0.309,2
29.0,29.5,0.4920000000000001,0.34,2
29.0,30.8,0.40299999999999997,0.292,2
29.0,30.2,0.537,0.312,2
25.0,27.6,0.54,0.4270000000000001,2
26.0,30.3,0.418,0.308,2
25.0,32.8,0.435,0.23,2
33.0,30.6,0.474,0.298,2
30.0,31.3,0.408,0.276,2
30.0,31.9,0.4270000000000001,0.256,2
30.0,30.7,0.457,0.29600000000000004,2
29.0,31.8,0.406,0.26,2
29.0,32.4,0.40299999999999997,0.24,2
25.0,31.8,0.514,0.258,2
32.0,31.9,0.455,0.257,2
30.0,30.0,0.597,0.319,2
28.0,31.5,0.418,0.26899999999999996,2
26.0,31.1,0.493,0.28300000000000003,2
25.0,30.4,0.41100000000000003,0.304,2
25.0,29.4,0.5489999999999999,0.344,2
29.0,30.3,0.444,0.308,2
29.0,29.5,0.535,0.341,2
28.0,30.3,0.451,0.308,2
28.0,30.4,0.501,0.304,2
27.0,30.2,0.498,0.311,2
28.0,32.5,0.405,0.239,2
25.0,28.7,0.5379999999999999,0.375,2
25.0,30.5,0.446,0.301,2
25.0,31.7,0.408,0.262,2
29.0,30.3,0.515,0.308,2
28.0,28.3,0.5770000000000001,0.39299999999999996,2
28.0,28.8,0.534,0.371,2
28.0,31.3,0.457,0.276,2
28.0,42.6,0.421,0.07400000000000001,2
38.0,42.7,0.723,0.073,3
32.0,42.9,0.69,0.07200000000000001,3
28.0,42.0,0.632,0.08,3
46.0,44.9,0.619,0.057,3
45.0,47.1,0.647,0.044000000000000004,3
53.0,46.5,0.6920000000000001,0.047,3
73.0,47.9,0.72,0.04,3
58.0,43.7,0.81,0.065,3
49.0,44.3,0.745,0.061,3
72.0,47.3,0.848,0.043,3
58.0,42.8,0.9740000000000001,0.07200000000000001,3
49.0,45.1,0.748,0.055,3
72.0,47.3,0.8859999999999999,0.043,3
57.0,44.2,0.9309999999999999,0.062,3
36.0,43.2,0.7759999999999999,0.069,3
39.0,42.1,0.73,0.078,3
39.0,42.7,0.746,0.073,3
55.0,46.0,0.6509999999999999,0.05,3
37.0,44.5,0.848,0.06,3
56.0,48.9,0.7340000000000001,0.036000000000000004,3
66.0,49.1,0.605,0.035,3
45.0,44.4,0.8740000000000001,0.06,3
31.0,38.2,1.341,0.12300000000000001,3
44.0,45.2,0.65,0.055,3
48.0,48.7,0.688,0.037000000000000005,3
45.0,47.1,0.7090000000000001,0.044,3
35.0,40.0,0.632,0.101,3
45.0,41.2,1.228,0.087,3
44.0,37.3,0.659,0.136,3
44.0,37.6,1.923,0.132,3
25.0,40.1,0.642,0.099,3
47.0,44.3,0.616,0.061,3
42.0,41.7,0.8220000000000001,0.083,3
31.0,41.5,0.684,0.084,3
31.0,43.1,0.624,0.07,3
79.0,47.4,0.767,0.043,3
79.0,47.3,0.609,0.043,3
44.0,42.1,0.861,0.078,3
72.0,45.9,0.654,0.051,3
57.0,44.0,0.7509999999999999,0.063,3
51.0,44.6,0.7440000000000001,0.059,3
50.0,44.0,0.856,0.063,3
43.0,43.6,0.6890000000000001,0.066,3
78.0,47.6,0.612,0.042,3
78.0,44.5,0.81,0.059000000000000004,3
79.0,48.2,0.6409999999999999,0.039,3
79.0,51.7,0.654,0.026,3
79.0,49.4,0.654,0.034,3
79.0,51.5,0.652,0.027000000000000003,3
79.0,51.5,0.616,0.026,3
79.0,46.5,0.616,0.047,3
76.0,50.9,0.615,0.029,3
37.0,42.6,0.7929999999999999,0.07400000000000001,3
40.0,44.5,0.627,0.06,3
74.0,47.9,0.807,0.04,3
41.0,43.9,0.725,0.064,3
36.0,41.5,0.935,0.085,3
42.0,45.9,0.664,0.051,3
77.0,46.7,1.018,0.046,3
77.0,48.5,0.6859999999999999,0.037000000000000005,3
76.0,48.1,0.706,0.04,3
78.0,48.1,0.607,0.04,3
78.0,49.3,0.721,0.034,3
60.0,40.6,1.455,0.093,3
50.0,42.6,1.365,0.07400000000000001,3
41.0,43.6,0.77,0.066,3
56.0,45.5,0.875,0.053,3
79.0,47.2,0.746,0.044,3
79.0,47.0,0.6679999999999999,0.045,3
50.0,49.3,0.662,0.034,3
36.0,48.3,0.703,0.038,3
25.0,44.0,0.754,0.063,3
30.0,44.9,0.723,0.057,3
46.0,47.7,0.74,0.040999999999999995,3
25.0,45.4,0.6709999999999999,0.054000000000000006,3
69.0,51.6,0.698,0.026000000000000002,3
34.0,46.7,0.652,0.046,3
30.0,46.8,0.688,0.046,3
42.0,49.1,0.6940000000000001,0.035,3
42.0,49.8,0.6940000000000001,0.032,3
54.0,51.5,0.695,0.026,3
33.0,47.8,0.6809999999999999,0.041,3
28.0,45.6,0.7140000000000001,0.053,3
64.0,52.3,0.6890000000000001,0.024,3
37.0,48.2,0.747,0.039,3
39.0,47.1,0.6829999999999999,0.044,3
30.0,45.6,0.674,0.052000000000000005,3
28.0,44.4,0.675,0.061,3
81.0,52.4,0.6809999999999999,0.024,3
25.0,45.6,0.725,0.052000000000000005,3
66.0,50.6,0.738,0.03,3
51.0,49.4,0.787,0.034,3
43.0,48.7,0.706,0.037000000000000005,3
31.0,46.9,0.6659999999999999,0.045,3
55.0,49.4,0.6729999999999999,0.034,3
63.0,50.9,0.652,0.028,3
69.0,51.6,0.665,0.026,3
26.0,46.4,0.649,0.048,3
35.0,48.2,0.643,0.039,3
50.0,49.3,0.662,0.034,3
25.0,46.7,0.736,0.046,3
29.0,44.9,0.7490000000000001,0.057,3
71.0,51.7,0.679,0.026000000000000002,3
27.0,44.5,0.68,0.06,3
40.0,47.4,0.6829999999999999,0.043,3
30.0,45.2,0.735,0.055,3
30.0,47.6,0.68,0.042,3
65.0,53.4,0.688,0.021,3
48.0,51.0,0.682,0.028,3
26.0,47.0,0.6629999999999999,0.045,3
50.0,49.3,0.6829999999999999,0.034,3
39.0,48.3,0.662,0.038,3
69.0,51.3,0.684,0.027000000000000003,3
27.0,45.4,0.725,0.054000000000000006,3
32.0,47.1,0.7170000000000001,0.044,3
38.0,47.5,0.715,0.042,3
28.0,45.2,0.738,0.055,3
30.0,46.5,0.696,0.048,3
78.0,52.6,0.701,0.023,3
80.0,43.2,0.847,0.069,3
33.0,43.2,0.639,0.069,3
64.0,40.7,1.114,0.092,3
50.0,45.3,0.7979999999999999,0.054000000000000006,3
27.0,42.7,0.625,0.073,3
29.0,45.9,1.02,0.051,3
78.0,48.2,0.62,0.039,3
76.0,49.7,0.715,0.033,3
25.0,41.4,0.647,0.085,3
39.0,42.6,0.742,0.07400000000000001,3
33.0,42.4,0.659,0.076,3
79.0,45.0,0.789,0.055999999999999994,3
40.0,44.0,0.625,0.063,3
27.0,40.1,0.8420000000000001,0.099,3
28.0,38.9,1.044,0.114,3
46.0,44.1,0.622,0.062,3
36.0,41.1,0.727,0.08800000000000001,3
35.0,43.8,0.614,0.065,3
37.0,41.5,0.8220000000000001,0.084,3
47.0,42.7,0.632,0.07400000000000001,3
82.0,43.3,1.168,0.068,3
38.0,43.5,0.725,0.067,3
36.0,41.3,0.918,0.086,3
84.0,45.2,1.144,0.055,3
51.0,38.8,1.459,0.114,3
43.0,40.9,1.123,0.09,3
57.0,42.8,1.118,0.073,3
79.0,45.6,1.013,0.052000000000000005,3
40.0,43.1,1.038,0.07,3
