Phase and Amplitude Scintillation Indices

Satellite System: 0 = GPS, 1 = GLONASS, 2 = SBAS, 5 = GALILEO, 6 = COMPASS, 7 = QZSS, 8 = LBAND

Frequency: GLONASS frequency channel (-7 to +6) 

Signal Type for each Satellite System

GPS     : 1 = L1CA,     4 = L2Y,  5 = L2C, 6 = L2P,    7 = L5Q
GLONASS : 1 = L1CA,     3 = L2CA, 4 = L2P
SBAS    : 1 = L1CA,     2 = L5I
GALILEO : 1 = E1,       2 = E5A,  3 = E5B, 4 = ALTBOC, 5 = E6
COMPASS : 1 = E2
QZSS    : 1 = L1CA,     3 = L2C,  4 = L5Q
LBAND   : 1 = OMNISTAR, 2 = CDGPS

GPS Week: 2117,  Satellite System: 0

GPS TOW , PRN, Freq, SigType, Az , Elv , CNo , Lock Time, CMC Avg, CMC Std , S4 , S4 Cor, 1SecSigma, 3SecSigma, 10SecSigma, 30SecSigma, 60SecSigma 
131880.00,1,0,7,  49.09,44.53,52.28,10005.450195,-104.155,0.022,0.053023,0.024330,0.038385,0.052037,0.066736,0.067117,0.067217 
131940.00,1,0,1,  48.71,44.15,49.13,10067.690430,-1.433,0.106,0.071134,0.034973,0.047086,0.063738,0.076645,0.077769,0.077857 
131940.00,1,0,7,  48.71,44.15,52.74,10065.450195,-104.064,0.021,0.035208,0.023056,0.035342,0.047394,0.056925,0.057681,0.057741 
132000.00,1,0,1,  48.34,43.77,48.69,10127.690430,-1.431,0.063,0.053718,0.036782,0.051742,0.072309,0.091683,0.092634,0.092639 
132000.00,1,0,7,  48.34,43.77,52.26,10125.450195,-104.062,0.020,0.066508,0.024370,0.038116,0.053440,0.067940,0.068635,0.068643 
132060.00,1,0,1,  47.98,43.37,48.61,10187.690430,-1.456,0.069,0.064366,0.037130,0.056253,0.078438,0.106535,0.107152,0.107166 
132060.00,1,0,7,  47.98,43.37,51.46,10185.450195,-104.143,0.019,0.042410,0.026735,0.040323,0.056456,0.078039,0.078535,0.078543 
132120.00,1,0,1,  47.63,42.99,48.87,10247.690430,-1.110,0.122,0.055487,0.036032,0.051807,0.072498,0.089192,0.089680,0.089672 
132120.00,1,0,7,  47.63,42.99,51.61,10245.450195,-104.177,0.009,0.038557,0.026286,0.039296,0.054683,0.067590,0.067959,0.067955 
132180.00,1,0,1,  47.29,42.61,48.84,10307.690430,-0.969,0.043,0.083622,0.036128,0.056717,0.075680,0.111197,0.111638,0.111620 
132180.00,1,0,7,  47.29,42.61,51.16,10305.450195,-104.247,0.026,0.039816,0.027659,0.043210,0.057309,0.082921,0.083307,0.083297 
132240.00,1,0,1,  46.96,42.21,48.36,10367.690430,-1.311,0.123,0.051465,0.038188,0.052934,0.066297,0.098974,0.099269,0.099408 
132240.00,1,0,7,  46.96,42.21,52.32,10365.450195,-104.214,0.055,0.118119,0.024218,0.038971,0.049190,0.074326,0.074555,0.074619 
132300.00,1,0,1,  46.64,41.82,47.79,10427.690430,-1.715,0.136,0.051740,0.040784,0.052781,0.069722,0.088051,0.088586,0.088716 
132300.00,1,0,7,  46.64,41.82,53.20,10425.450195,-103.974,0.065,0.040004,0.021876,0.036488,0.051812,0.066719,0.067069,0.067176 
132360.00,1,0,1,  46.33,41.42,47.37,10487.690430,-2.305,0.120,0.051344,0.042803,0.053536,0.079762,0.107241,0.107669,0.107871 
132360.00,1,0,7,  46.33,41.42,52.04,10485.450195,-103.892,0.022,0.098926,0.025015,0.039013,0.058520,0.078918,0.079277,0.079407 
132420.00,1,0,1,  46.03,41.03,47.89,10547.690430,-2.016,0.190,0.059737,0.040305,0.049765,0.066371,0.082932,0.083638,0.083800 
132420.00,1,0,7,  46.03,41.03,51.59,10545.450195,-103.974,0.012,0.044115,0.026329,0.038928,0.051140,0.063253,0.063826,0.063931 
132480.00,1,0,1,  45.74,40.63,47.56,10607.690430,-1.907,0.088,0.065437,0.041887,0.049328,0.070911,0.086080,0.086658,0.086683 
132480.00,1,0,7,  45.74,40.63,51.87,10605.450195,-103.975,0.003,0.037614,0.025493,0.037773,0.053138,0.064163,0.064583,0.064605 
132540.00,1,0,1,  45.45,40.23,48.26,10667.690430,-1.481,0.294,0.077747,0.038657,0.050941,0.075835,0.106182,0.106328,0.106311 
132540.00,1,0,7,  45.45,40.23,51.54,10665.450195,-104.007,0.012,0.036812,0.026477,0.040858,0.059286,0.080983,0.081116,0.081104 
132600.00,1,0,1,  45.17,39.83,47.96,10727.690430,-0.767,0.082,0.076217,0.039983,0.048577,0.062736,0.081358,0.081505,0.081579 
132600.00,1,0,7,  45.17,39.83,51.66,10725.450195,-104.023,0.004,0.037069,0.026124,0.038040,0.048749,0.061264,0.061401,0.061452 
132660.00,1,0,1,  44.91,39.43,48.76,10787.690430,-0.496,0.130,0.090356,0.036500,0.048513,0.070413,0.079101,0.079117,0.079152 
132660.00,1,0,7,  44.91,39.43,51.33,10785.450195,-104.042,0.004,0.036563,0.027138,0.039772,0.055343,0.061764,0.061793,0.061824 
132720.00,1,0,1,  44.65,39.02,48.75,10847.690430,-0.169,0.037,0.075343,0.036535,0.047546,0.070458,0.090205,0.090328,0.090593 
132720.00,1,0,7,  44.65,39.02,51.62,10845.450195,-104.028,0.011,0.037823,0.026238,0.038897,0.055263,0.069429,0.069477,0.069665 
132780.00,1,0,1,  44.39,38.62,48.49,10907.690430,-0.301,0.039,0.054843,0.037625,0.050937,0.078548,0.107757,0.107930,0.107996 
132780.00,1,0,7,  44.39,38.62,51.74,10905.450195,-103.990,0.006,0.037832,0.025886,0.040372,0.058822,0.080273,0.080376,0.080456 
132840.00,1,0,1,  44.15,38.22,48.50,10967.690430,-0.386,0.033,0.078760,0.037598,0.051416,0.072842,0.106247,0.107062,0.107045 
132840.00,1,0,7,  44.15,38.22,52.17,10965.450195,-103.986,0.002,0.037308,0.024644,0.038190,0.052941,0.078701,0.079271,0.079260 
132900.00,1,0,1,  43.91,37.81,47.82,11027.690430,-0.610,0.076,0.053163,0.040639,0.054319,0.081697,0.103093,0.104259,0.104243 
132900.00,1,0,7,  43.91,37.81,52.13,11025.450195,-103.972,0.007,0.033863,0.024739,0.038099,0.060128,0.076031,0.076952,0.076941 
132960.00,1,0,1,  43.68,37.40,48.09,11087.690430,-0.849,0.068,0.059448,0.039412,0.057831,0.089421,0.128441,0.129660,0.129656 
132960.00,1,0,7,  43.68,37.40,52.06,11085.450195,-103.984,0.013,0.038676,0.024961,0.040774,0.064805,0.095373,0.096336,0.096334 
133020.00,1,0,1,  43.46,36.99,47.80,11147.690430,-0.875,0.069,0.065421,0.040742,0.057600,0.088335,0.120631,0.121702,0.121685 
133020.00,1,0,7,  43.46,36.99,51.47,11145.450195,-104.034,0.010,0.039112,0.026689,0.040196,0.065024,0.090306,0.091073,0.091063 
133080.00,1,0,1,  43.25,36.58,47.69,11207.690430,-0.556,0.078,0.070622,0.041286,0.057514,0.087495,0.103023,0.104453,0.104456 
133080.00,1,0,7,  43.25,36.58,51.71,11205.450195,-104.028,0.010,0.037896,0.025982,0.039813,0.065767,0.077157,0.078211,0.078218 
133140.00,1,0,1,  43.04,36.17,46.97,11267.690430,-0.666,0.115,0.100137,0.044809,0.059450,0.077945,0.098762,0.099235,0.099292 
133140.00,1,0,7,  43.04,36.17,51.71,11265.450195,-104.006,0.002,0.037214,0.025967,0.039060,0.054114,0.071020,0.071325,0.071379 
133200.00,1,0,1,  42.84,35.76,46.51,11327.690430,-0.999,0.087,0.077330,0.047297,0.061947,0.085854,0.104810,0.105689,0.105794 
133200.00,1,0,7,  42.84,35.76,51.58,11325.450195,-104.010,0.004,0.037503,0.026377,0.039614,0.059281,0.074530,0.075190,0.075285 
133260.00,1,0,1,  42.65,35.35,45.34,11387.690430,-1.614,0.266,0.156047,0.054110,0.064463,0.085414,0.125424,0.125891,0.125910 
133260.00,1,0,7,  42.65,35.35,51.61,11385.450195,-103.987,0.008,0.043770,0.026265,0.040899,0.059612,0.089404,0.089770,0.089778 
133320.00,1,0,1,  42.46,34.94,43.63,11447.679688,-2.678,0.279,0.085631,0.065911,0.070514,0.091765,0.119944,0.121321,0.121312 
133320.00,1,0,7,  42.46,34.94,50.77,11445.440430,-103.982,0.007,0.051717,0.028932,0.042259,0.059537,0.083660,0.084715,0.084705 
133380.00,1,0,1,  42.28,34.53,43.73,11507.679688,-3.159,0.035,0.086698,0.065099,0.085969,0.102765,0.110298,0.111197,0.111180 
133380.00,1,0,7,  42.28,34.53,50.43,11505.440430,-103.996,0.001,0.045077,0.030110,0.049697,0.066017,0.072505,0.073427,0.073415 
133440.00,1,0,1,  42.11,34.12,43.76,11567.679688,-2.862,0.163,0.092766,0.064910,0.083610,0.095140,0.110032,0.110639,0.110668 
133440.00,1,0,7,  42.11,34.12,50.43,11565.440430,-103.989,0.009,0.042540,0.030086,0.049310,0.059733,0.072497,0.073141,0.073179 
133500.00,1,0,1,  41.94,33.70,44.76,11627.679688,-2.115,0.249,0.095892,0.057858,0.080879,0.104501,0.132460,0.132566,0.132672 
133500.00,1,0,7,  41.94,33.70,50.69,11625.440430,-103.971,0.002,0.047374,0.029218,0.047846,0.068443,0.091586,0.091680,0.091760 
133560.00,1,0,1,  41.77,33.26,45.79,11687.679688,-1.223,0.217,0.089624,0.051383,0.076289,0.097323,0.118226,0.118327,0.118399 
133560.00,1,0,7,  41.77,33.26,50.94,11685.440430,-103.947,0.009,0.040236,0.028379,0.049545,0.065865,0.082726,0.082789,0.082860 
133620.00,1,0,1,  41.63,32.88,46.39,11747.679688,-0.761,0.083,0.064238,0.047917,0.070809,0.087982,0.121955,0.122816,0.122918 
133620.00,1,0,7,  41.63,32.88,50.89,11745.440430,-103.912,0.008,0.050259,0.028547,0.046961,0.061831,0.088441,0.089127,0.089185 
133680.00,1,0,1,  41.48,32.46,46.31,11807.679688,-0.321,0.161,0.086626,0.048402,0.063451,0.076498,0.086666,0.087677,0.087974 
133680.00,1,0,7,  41.48,32.46,50.46,11805.440430,-103.944,0.024,0.063926,0.029996,0.047241,0.056419,0.062783,0.063505,0.063719 
133740.00,1,0,1,  41.34,32.05,47.17,11867.679688,0.162,0.089,0.056466,0.043818,0.059126,0.072000,0.087372,0.087658,0.087797 
133740.00,1,0,7,  41.34,32.05,49.37,11865.440430,-104.038,0.024,0.054204,0.034023,0.049471,0.057129,0.067894,0.068057,0.068154 
133800.00,1,0,1,  41.21,31.64,46.76,11927.679688,0.213,0.038,0.077233,0.045911,0.065198,0.098383,0.127304,0.128670,0.128674 
133800.00,1,0,7,  41.21,31.64,49.60,11925.440430,-104.073,0.003,0.047701,0.033107,0.054220,0.077612,0.098844,0.099895,0.099894 
133860.00,1,0,1,  41.08,31.22,46.37,11987.679688,0.064,0.064,0.060344,0.048049,0.062351,0.078661,0.093104,0.093558,0.094147 
133860.00,1,0,7,  41.08,31.22,49.19,11985.440430,-104.048,0.010,0.046866,0.034728,0.050845,0.062228,0.072608,0.072874,0.073297 
133920.00,1,0,1,  40.95,30.81,46.25,12047.679688,-0.278,0.127,0.081740,0.048728,0.061772,0.074798,0.090120,0.090254,0.090245 
133920.00,1,0,7,  40.95,30.81,49.62,12045.440430,-104.028,0.003,0.047510,0.033053,0.050231,0.060317,0.071643,0.071678,0.071672 
133980.00,1,0,1,  40.83,30.39,45.56,12107.679688,-0.573,0.029,0.062522,0.052760,0.068234,0.083652,0.109400,0.110072,0.110096 
133980.00,1,0,7,  40.83,30.39,49.58,12105.440430,-104.019,0.010,0.048659,0.033197,0.052188,0.063053,0.081856,0.082275,0.082288 
134040.00,1,0,1,  40.72,29.98,45.73,12167.679688,-0.338,0.117,0.069927,0.051702,0.063678,0.076256,0.103190,0.103424,0.103776 
134040.00,1,0,7,  40.72,29.98,49.07,12165.440430,-104.004,0.002,0.057964,0.035185,0.052901,0.060809,0.080106,0.080273,0.080522 
134100.00,1,0,1,  40.61,29.56,46.19,12227.679688,-0.082,0.025,0.068415,0.049029,0.063328,0.081629,0.102796,0.103002,0.103004 
134100.00,1,0,7,  40.61,29.56,48.56,12225.440430,-104.015,0.009,0.060144,0.037331,0.053511,0.065434,0.079249,0.079407,0.079403 
134160.00,1,0,1,  40.51,29.14,45.63,12287.679688,-0.210,0.039,0.067140,0.052299,0.066913,0.090006,0.110568,0.110954,0.111242 
134160.00,1,0,7,  40.51,29.14,48.13,12285.440430,-104.025,0.003,0.053496,0.039233,0.056310,0.072853,0.087132,0.087362,0.087555 
134220.00,1,0,1,  40.41,28.74,45.78,12347.679688,-0.082,0.092,0.066637,0.051409,0.063408,0.078606,0.090634,0.091571,0.091571 
134220.00,1,0,7,  40.41,28.74,48.99,12345.440430,-103.994,0.017,0.056222,0.035516,0.053514,0.062762,0.070359,0.070911,0.070926 
134280.00,1,0,1,  40.32,28.32,46.12,12407.679688,0.251,0.092,0.058008,0.049420,0.063877,0.088516,0.116441,0.116390,0.116376 
134280.00,1,0,7,  40.32,28.32,48.88,12405.440430,-103.975,0.005,0.056989,0.035980,0.052792,0.069777,0.088817,0.088777,0.088768 
134340.00,1,0,1,  40.24,27.91,45.65,12467.679688,0.367,0.052,0.082675,0.052193,0.065611,0.089694,0.117048,0.117589,0.117573 
134340.00,1,0,7,  40.24,27.91,48.97,12465.440430,-103.993,0.013,0.053248,0.035601,0.051985,0.069364,0.089480,0.089929,0.089915 
134400.00,1,0,1,  40.16,27.50,45.28,12527.679688,0.114,0.083,0.062638,0.054488,0.064901,0.077710,0.096658,0.096878,0.096901 
134400.00,1,0,7,  40.16,27.50,49.91,12525.440430,-103.989,0.010,0.046828,0.031941,0.048600,0.057505,0.071210,0.071366,0.071384 
134460.00,1,0,1,  40.08,27.08,45.27,12587.679688,-0.131,0.058,0.061156,0.054558,0.064656,0.082858,0.115482,0.115911,0.115905 
134460.00,1,0,7,  40.08,27.08,49.77,12585.440430,-103.950,0.014,0.045816,0.032491,0.049475,0.060941,0.084157,0.084445,0.084443 
134520.00,1,0,1,  40.01,26.67,44.71,12647.679688,-0.226,0.017,0.084312,0.058183,0.065998,0.087776,0.111442,0.111712,0.111778 
134520.00,1,0,7,  40.01,26.67,49.66,12645.440430,-103.923,0.001,0.052097,0.032907,0.050171,0.065947,0.085250,0.085503,0.085564 
134580.00,1,0,1,  39.94,26.26,44.07,12707.679688,-0.223,0.016,0.074890,0.062640,0.070920,0.090277,0.117152,0.117290,0.117272 
134580.00,1,0,7,  39.94,26.26,48.93,12705.440430,-103.927,0.008,0.063591,0.035771,0.051755,0.069428,0.089822,0.089959,0.089945 
134640.00,1,0,1,  39.88,25.85,44.23,12767.679688,-0.033,0.082,0.071342,0.061461,0.068184,0.085439,0.109382,0.109653,0.109705 
134640.00,1,0,7,  39.88,25.85,48.59,12765.440430,-103.942,0.007,0.060488,0.037216,0.050316,0.063559,0.081897,0.082051,0.082084 
134700.00,1,0,1,  39.82,25.44,43.96,12827.679688,-0.029,0.094,0.096683,0.063421,0.069130,0.081389,0.100570,0.101400,0.101525 
134700.00,1,0,7,  39.82,25.44,47.98,12825.440430,-103.931,0.008,0.056176,0.039898,0.054537,0.062963,0.077789,0.078388,0.078500 
134760.00,1,0,1,  39.77,25.02,43.14,12887.679688,-0.376,0.091,0.096564,0.069679,0.074903,0.091820,0.110923,0.111026,0.111008 
134760.00,1,0,7,  39.77,25.02,47.93,12885.440430,-103.906,0.004,0.059545,0.040127,0.055862,0.068610,0.081591,0.081640,0.081637 
134820.00,1,0,1,  39.72,24.62,43.26,12947.679688,-0.583,0.041,0.075797,0.068747,0.074678,0.088501,0.115565,0.115822,0.115808 
134820.00,1,0,7,  39.72,24.62,47.67,12945.440430,-103.886,0.008,0.058060,0.041341,0.056448,0.066693,0.088813,0.089027,0.089014 
134880.00,1,0,1,  39.68,24.21,43.37,13007.679688,-0.615,0.050,0.084294,0.067868,0.075544,0.102642,0.128139,0.128278,0.128319 
134880.00,1,0,7,  39.68,24.21,47.42,13005.440430,-103.879,0.004,0.061566,0.042571,0.059419,0.078236,0.097303,0.097479,0.097496 
134940.00,1,0,1,  39.64,23.80,42.04,13067.679688,-0.811,0.114,0.132141,0.079102,0.079397,0.090904,0.110786,0.111633,0.111698 
134940.00,1,0,7,  39.64,23.80,47.25,13065.440430,-103.898,0.006,0.063337,0.043401,0.058597,0.066347,0.080596,0.081138,0.081163 
135000.00,1,0,1,  39.60,23.39,41.56,13127.679688,-1.120,0.065,0.102985,0.083595,0.084600,0.105956,0.128420,0.129046,0.129059 
135000.00,1,0,7,  39.60,23.39,46.81,13125.440430,-103.908,0.001,0.069410,0.045653,0.058936,0.075469,0.091360,0.091764,0.091790 
135060.00,1,0,1,  39.57,22.98,42.57,13187.679688,-1.122,0.047,0.121527,0.074452,0.076215,0.094951,0.106954,0.108585,0.108632 
135060.00,1,0,7,  39.57,22.98,46.59,13185.440430,-103.890,0.010,0.066609,0.046820,0.061077,0.074248,0.083407,0.084666,0.084706 
135120.00,1,0,1,  39.55,22.58,43.31,13247.679688,-0.922,0.098,0.078291,0.068353,0.070300,0.086944,0.110097,0.110415,0.111230 
135120.00,1,0,7,  39.55,22.58,46.57,13245.440430,-103.849,0.012,0.072273,0.046955,0.058947,0.071352,0.087014,0.087206,0.087878 
135180.00,1,0,1,  39.52,22.17,43.16,13307.679688,-0.526,0.159,0.082781,0.069542,0.071734,0.083631,0.096546,0.097320,0.097571 
135180.00,1,0,7,  39.52,22.17,47.50,13305.440430,-103.815,0.005,0.075192,0.042176,0.054978,0.063844,0.075261,0.075926,0.076107 
135240.00,1,0,1,  39.50,21.76,43.24,13367.679688,0.062,0.188,0.089093,0.068909,0.072634,0.087291,0.111781,0.112154,0.112343 
135240.00,1,0,7,  39.50,21.76,48.25,13365.440430,-103.801,0.004,0.071127,0.038694,0.055101,0.065663,0.083971,0.084286,0.084484 
135300.00,1,0,1,  39.49,21.36,43.85,13427.679688,0.726,0.135,0.086323,0.064227,0.066698,0.080139,0.094286,0.094532,0.094541 
135300.00,1,0,7,  39.49,21.36,48.76,13425.440430,-103.766,0.016,0.076734,0.036495,0.049609,0.060052,0.071447,0.071721,0.071722 
135360.00,1,0,1,  39.48,20.95,44.00,13487.679688,1.098,0.081,0.076510,0.063112,0.068431,0.091869,0.123043,0.123788,0.123785 
135360.00,1,0,7,  39.48,20.95,49.67,13485.440430,-103.725,0.011,0.087006,0.032856,0.046982,0.065704,0.091193,0.091774,0.091765 
135420.00,1,0,1,  39.47,20.55,43.21,13547.679688,1.143,0.040,0.094382,0.069147,0.074039,0.098830,0.147022,0.148223,0.148209 
135420.00,1,0,7,  39.47,20.55,50.46,13545.440430,-103.697,0.002,0.055540,0.030010,0.047300,0.067386,0.104434,0.105415,0.105413 
135480.00,1,0,1,  39.47,20.14,42.43,13607.679688,1.034,0.094,0.089555,0.075653,0.076618,0.101382,0.116588,0.117469,0.117508 
135480.00,1,0,7,  39.47,20.14,50.90,13605.440430,-103.694,0.001,0.042128,0.028524,0.043825,0.065277,0.078575,0.079431,0.079485 
135540.00,1,0,1,  39.47,19.74,42.31,13667.679688,0.459,0.208,0.103058,0.076713,0.081207,0.094534,0.111032,0.111370,0.111365 
135540.00,1,0,7,  39.47,19.74,50.87,13665.440430,-103.689,0.007,0.040545,0.028600,0.044409,0.058369,0.073656,0.074039,0.074037 
135600.00,1,0,1,  39.48,19.34,42.47,13727.679688,0.129,0.031,0.108777,0.075284,0.078425,0.095918,0.116178,0.117027,0.117026 
135600.00,1,0,7,  39.48,19.34,50.71,13725.440430,-103.652,0.013,0.054751,0.029149,0.042960,0.060227,0.078061,0.078791,0.078785 
135660.00,1,0,1,  39.49,18.93,42.59,13787.679688,0.187,0.022,0.095516,0.074281,0.077615,0.102131,0.119616,0.120328,0.120312 
135660.00,1,0,7,  39.49,18.93,50.19,13785.440430,-103.604,0.015,0.064385,0.030946,0.045742,0.067592,0.082865,0.083404,0.083391 
135720.00,1,0,1,  39.50,18.54,41.48,13847.679688,0.033,0.093,0.171563,0.084435,0.083752,0.098148,0.109278,0.109588,0.109629 
135720.00,1,0,7,  39.50,18.54,49.39,13845.440430,-103.576,0.002,0.066553,0.033938,0.046452,0.059769,0.068320,0.068597,0.068638 
135780.00,1,0,1,  39.51,18.14,40.25,13907.679688,-0.504,0.184,0.120222,0.097277,0.098470,0.117051,0.130048,0.131063,0.131041 
135780.00,1,0,7,  39.51,18.14,48.28,13905.440430,-103.590,0.014,0.097067,0.038537,0.050353,0.067860,0.080394,0.081146,0.081133 
135840.00,1,0,1,  39.53,17.74,40.40,13967.679688,-0.792,0.023,0.142658,0.095636,0.105825,0.117159,0.135021,0.135652,0.135705 
135840.00,1,0,7,  39.53,17.74,47.47,13965.440430,-103.649,0.014,0.080494,0.042341,0.051575,0.064647,0.082550,0.083187,0.083239 
135900.00,1,0,1,  39.56,17.35,39.78,14027.679688,-0.772,0.027,0.157865,0.102724,0.113154,0.135422,0.164729,0.165046,0.165155 
135900.00,1,0,7,  39.56,17.35,46.27,14025.440430,-103.716,0.022,0.082542,0.048585,0.058245,0.081214,0.107779,0.108039,0.108152 
135960.00,1,0,1,  39.58,16.94,38.81,14087.679688,-1.050,0.128,0.164713,0.114875,0.126176,0.132935,0.147565,0.147677,0.147793 
135960.00,1,0,7,  39.58,16.94,45.86,14085.440430,-103.759,0.013,0.116122,0.050948,0.062438,0.069626,0.083111,0.083238,0.083366 
136020.00,1,0,1,  39.61,16.55,38.71,14147.679688,-1.344,0.072,0.160082,0.116184,0.122472,0.131452,0.146153,0.146121,0.146273 
136020.00,1,0,7,  39.61,16.55,44.88,14145.440430,-103.788,0.015,0.085886,0.057038,0.066922,0.078237,0.091924,0.091909,0.092063 
136080.00,1,0,1,  39.65,16.16,39.97,14207.679688,-0.994,0.251,0.195859,0.100503,0.111541,0.123293,0.135944,0.136280,0.136356 
136080.00,1,0,7,  39.65,16.16,44.49,14205.440430,-103.741,0.012,0.092018,0.059660,0.069043,0.079755,0.090296,0.090607,0.090673 
136140.00,1,0,1,  39.68,15.76,41.36,14267.679688,0.038,0.314,0.148737,0.085569,0.101780,0.131650,0.154560,0.156055,0.156109 
136140.00,1,0,7,  39.68,15.76,45.03,14265.440430,-103.654,0.036,0.082041,0.056048,0.065412,0.078126,0.100288,0.100840,0.100943 
136200.00,1,0,1,  39.73,15.37,42.74,14327.679688,0.896,0.224,0.110996,0.072956,0.075450,0.082295,0.091828,0.092372,0.092377 
136200.00,1,0,7,  39.73,15.37,45.04,14325.440430,-103.589,0.008,0.092966,0.056003,0.063879,0.068876,0.074221,0.074545,0.074542 
136260.00,1,0,1,  39.77,14.98,42.73,14387.679688,1.174,0.045,0.093730,0.073062,0.074345,0.098226,0.117878,0.119044,0.119221 
136260.00,1,0,7,  39.77,14.98,45.34,14385.440430,-103.560,0.008,0.079843,0.054109,0.061500,0.077310,0.091980,0.092710,0.092831 
136320.00,1,0,1,  39.82,14.59,42.11,14447.679688,0.770,0.148,0.105702,0.078453,0.078682,0.100054,0.119332,0.120098,0.120112 
136320.00,1,0,7,  39.82,14.59,45.76,14445.440430,-103.595,0.007,0.109885,0.051529,0.060909,0.078296,0.092713,0.093319,0.093327 
136380.00,1,0,1,  39.87,14.20,41.46,14507.679688,0.556,0.033,0.124357,0.084563,0.077770,0.092361,0.104544,0.105259,0.105252 
136380.00,1,0,7,  39.87,14.20,45.98,14505.440430,-103.614,0.011,0.075525,0.050277,0.057152,0.068480,0.078424,0.079073,0.079085 
136440.00,1,0,1,  39.92,13.81,40.60,14567.679688,0.478,0.039,0.105548,0.093445,0.080721,0.089389,0.103316,0.103808,0.103851 
136440.00,1,0,7,  39.92,13.81,46.37,14565.440430,-103.649,0.009,0.071018,0.048050,0.054403,0.060785,0.070406,0.070837,0.070874 
136500.00,1,0,1,  39.97,13.42,39.86,14627.679688,0.490,0.034,0.165756,0.101765,0.089145,0.095397,0.105276,0.105248,0.105444 
136500.00,1,0,7,  39.97,13.42,46.63,14625.440430,-103.666,0.007,0.082800,0.046607,0.054649,0.060144,0.068963,0.068934,0.069128 
136560.00,1,0,1,  40.04,13.03,38.19,14687.679688,0.317,0.083,0.151114,0.123439,0.111729,0.122188,0.131907,0.132451,0.132432 
136560.00,1,0,7,  40.04,13.03,47.31,14685.440430,-103.633,0.008,0.064331,0.043126,0.051374,0.060564,0.072243,0.072753,0.072746 
136620.00,1,0,1,  40.10,12.65,37.63,14747.679688,0.158,0.055,0.210210,0.131705,0.117893,0.122544,0.132560,0.132703,0.132750 
136620.00,1,0,7,  40.10,12.65,47.45,14745.440430,-103.623,0.005,0.071384,0.042422,0.049312,0.057721,0.068953,0.069086,0.069160 
136680.00,1,0,1,  40.16,12.26,36.81,14807.679688,0.012,0.079,0.179590,0.144751,0.124685,0.142515,0.151889,0.152425,0.152435 
136680.00,1,0,7,  40.16,12.26,48.32,14805.440430,-103.587,0.014,0.068710,0.038356,0.049678,0.070420,0.080810,0.081387,0.081403 
136740.00,1,0,1,  40.23,11.88,36.78,14867.679688,0.320,0.058,0.196743,0.145260,0.118061,0.139094,0.150731,0.151904,0.151883 
136740.00,1,0,7,  40.23,11.88,48.26,14865.440430,-103.536,0.018,0.056785,0.038630,0.046116,0.071102,0.083727,0.084756,0.084753 
136800.00,1,0,1,  40.30,11.50,37.88,14927.679688,0.252,0.050,0.158811,0.127861,0.102739,0.109398,0.120993,0.121286,0.121311 
136800.00,1,0,7,  40.30,11.50,49.09,14925.440430,-103.468,0.017,0.052200,0.035112,0.043935,0.051954,0.064029,0.064498,0.064524 
136860.00,1,0,1,  40.38,11.11,37.99,14987.679688,0.162,0.093,0.147779,0.126320,0.103292,0.124810,0.145652,0.146673,0.146884 
136860.00,1,0,7,  40.38,11.11,49.15,14985.440430,-103.427,0.011,0.055798,0.034898,0.045784,0.067848,0.088108,0.089021,0.089227 
136920.00,1,0,1,  40.46,10.73,39.14,15047.679688,0.751,0.224,0.168423,0.110639,0.094020,0.106145,0.133647,0.134298,0.134300 
136920.00,1,0,7,  40.46,10.73,48.82,15045.440430,-103.403,0.004,0.060638,0.036237,0.046589,0.058796,0.083265,0.084003,0.084005 
136980.00,1,0,1,  40.54,10.35,39.68,15107.679688,1.329,0.126,0.119559,0.103841,0.087617,0.103186,0.108900,0.109291,0.109277 
136980.00,1,0,7,  40.54,10.35,49.41,15105.440430,-103.389,0.003,0.061383,0.033848,0.044641,0.059930,0.066324,0.066763,0.066761 
137040.00,1,0,1,  40.62, 9.97,40.58,15167.679688,1.689,0.115,0.118388,0.093651,0.081340,0.098556,0.125209,0.125238,0.125220 
137040.00,1,0,7,  40.62, 9.97,48.96,15165.440430,-103.386,0.006,0.062458,0.035645,0.044516,0.061149,0.083367,0.083392,0.083378 
137100.00,1,0,1,  40.71, 9.60,41.37,15227.679688,1.955,0.038,0.109198,0.085458,0.073070,0.086845,0.099104,0.100167,0.100182 
137100.00,1,0,7,  40.71, 9.60,48.85,15225.440430,-103.403,0.003,0.056728,0.036114,0.044706,0.056441,0.065591,0.066452,0.066464 
137160.00,1,0,1,  40.80, 9.21,40.90,15287.679688,1.912,0.086,0.106610,0.090267,0.080302,0.097728,0.107777,0.108695,0.108715 
137160.00,1,0,7,  40.80, 9.21,48.83,15285.440430,-103.410,0.001,0.057768,0.036169,0.044184,0.060996,0.069538,0.070366,0.070375 
137220.00,1,0,1,  40.89, 8.84,40.77,15347.679688,1.664,0.038,0.113276,0.091646,0.079739,0.110540,0.139595,0.139838,0.139964 
137220.00,1,0,7,  40.89, 8.84,48.84,15345.440430,-103.417,0.002,0.058115,0.036154,0.047076,0.073451,0.098035,0.098175,0.098257 
137280.00,1,0,1,  40.98, 8.47,40.65,15407.669922,1.626,0.059,0.109314,0.092929,0.094604,0.110094,0.136417,0.136627,0.137022 
