Phase and Amplitude Scintillation Indices

Satellite System: 0 = GPS, 1 = GLONASS, 2 = SBAS, 5 = GALILEO, 6 = COMPASS, 7 = QZSS, 8 = LBAND

Frequency: GLONASS frequency channel (-7 to +6) 

Signal Type for each Satellite System

GPS     : 1 = L1CA,     4 = L2Y,  5 = L2C, 6 = L2P,    7 = L5Q
GLONASS : 1 = L1CA,     3 = L2CA, 4 = L2P
SBAS    : 1 = L1CA,     2 = L5I
GALILEO : 1 = E1,       2 = E5A,  3 = E5B, 4 = ALTBOC, 5 = E6
COMPASS : 1 = E2
QZSS    : 1 = L1CA,     3 = L2C,  4 = L5Q
LBAND   : 1 = OMNISTAR, 2 = CDGPS

GPS Week: 2117,  Satellite System: 0

GPS TOW , PRN, Freq, SigType, Az , Elv , CNo , Lock Time, CMC Avg, CMC Std , S4 , S4 Cor, 1SecSigma, 3SecSigma, 10SecSigma, 30SecSigma, 60SecSigma 
101580.00,1,0,7, 266.36,12.69,44.42,4496.430176,-843.872,0.071,0.144184,0.060112,0.070876,0.084639,0.092392,0.092577,0.092580 
101640.00,1,0,1, 265.94,12.52,39.78,4558.569824,5.450,0.178,0.180948,0.102649,0.096249,0.106259,0.118886,0.118872,0.118972 
101640.00,1,0,7, 265.94,12.52,45.13,4556.430176,-843.683,0.023,0.077264,0.055438,0.066649,0.075150,0.085057,0.085044,0.085129 
101700.00,1,0,1, 265.52,12.34,37.88,4618.569824,5.593,0.038,0.183898,0.127888,0.118243,0.133281,0.144229,0.144887,0.144877 
101700.00,1,0,7, 265.52,12.34,44.89,4616.430176,-843.724,0.031,0.088572,0.056958,0.068657,0.081591,0.091250,0.091958,0.091946 
101760.00,1,0,1, 265.08,12.16,34.25,4678.569824,4.796,0.844,0.514196,0.194663,0.184370,0.191271,0.205290,0.205335,0.205519 
101760.00,1,0,7, 265.08,12.16,44.50,4676.430176,-843.818,0.023,0.084434,0.059576,0.071589,0.081491,0.097614,0.097740,0.097976 
101820.00,1,0,1, 264.69,11.99,37.13,4738.569824,2.587,0.473,0.462279,0.139492,0.140506,0.146568,0.155750,0.156009,0.156044 
101820.00,1,0,7, 264.69,11.99,44.22,4736.430176,-843.895,0.020,0.104600,0.061515,0.072099,0.077353,0.087146,0.087417,0.087486 
101880.00,1,0,1, 264.27,11.81,38.99,4798.569824,4.966,0.642,0.195546,0.112521,0.105020,0.115661,0.136608,0.136721,0.136892 
101880.00,1,0,7, 264.27,11.81,46.67,4796.430176,-843.723,0.118,0.205458,0.046415,0.059644,0.069404,0.089721,0.089774,0.089931 
101940.00,1,0,1, 263.86,11.63,35.99,4858.569824,3.470,1.249,0.276206,0.159128,0.143551,0.154750,0.176504,0.176474,0.176617 
101940.00,1,0,7, 263.86,11.63,47.68,4856.430176,-843.372,0.060,0.110329,0.041334,0.053678,0.067546,0.091171,0.091170,0.091326 
102000.00,1,0,1, 263.45,11.45,40.09,4918.569824,2.972,0.720,0.266948,0.099106,0.092740,0.102402,0.117288,0.117443,0.117423 
102000.00,1,0,7, 263.45,11.45,44.47,4916.430176,-843.488,0.138,0.287521,0.059777,0.071194,0.078695,0.088981,0.089091,0.089080 
102060.00,1,0,1, 263.01,11.26,41.55,4978.569824,5.214,0.419,0.105087,0.083689,0.083905,0.101479,0.118728,0.119245,0.119267 
102060.00,1,0,7, 263.01,11.26,44.07,4976.430176,-843.896,0.049,0.246001,0.062609,0.074313,0.084735,0.097848,0.098218,0.098226 
102120.00,1,0,1, 262.63,11.09,40.54,5038.569824,5.847,0.040,0.177491,0.094070,0.092155,0.101604,0.114802,0.115924,0.115956 
102120.00,1,0,7, 262.63,11.09,47.37,5036.430176,-843.562,0.140,0.182890,0.042802,0.053869,0.061631,0.072513,0.073423,0.073447 
102180.00,1,0,1, 262.22,10.90,38.23,5098.569824,5.588,0.116,0.164730,0.122884,0.109910,0.122419,0.133082,0.133289,0.133357 
102180.00,1,0,7, 262.22,10.90,47.61,5096.430176,-843.251,0.034,0.129853,0.041624,0.054443,0.068013,0.078632,0.078846,0.078943 
102240.00,1,0,1, 261.81,10.71,37.60,5158.569824,5.609,0.151,0.196308,0.132052,0.123303,0.137955,0.158266,0.158630,0.158644 
102240.00,1,0,7, 261.81,10.71,44.71,5156.430176,-843.364,0.096,0.320746,0.058198,0.072403,0.086649,0.104185,0.104588,0.104584 
103200.00,1,0,1, 255.47, 7.57,35.40,9.308000,-2.529,1.365,0.000000,0.170480,3967883.000000,5107445.000000,6296806.500000,6293426.500000,6292582.500000 
103200.00,1,0,7, 255.47, 7.57,43.48,7.190000,-843.666,0.035,0.000000,0.067008,2524620.250000,3463948.750000,4083698.000000,4103491.500000,4108416.750000 
118800.00,1,0,1, 166.86, 6.32,37.93,34.580002,-2.217,0.723,0.000000,0.127094,6065968.000000,9500948.000000,10768050.000000,10777976.000000,10785711.000000 
118800.00,1,0,7, 166.86, 6.32,42.40,32.240002,-104.764,0.467,0.000000,0.075886,2770230.500000,4419771.500000,4811252.500000,4821177.500000,4828962.500000 
121920.00,1,0,1, 153.04,24.28,38.59,47.689999,-2.237,0.419,0.000000,0.117853,4912067.000000,8110971.500000,9220189.000000,9296606.000000,9298518.000000 
121920.00,1,0,7, 153.04,24.28,47.86,45.450001,-104.160,0.044,0.000000,0.040443,2838978.250000,3488129.000000,4684546.000000,4685551.500000,4685362.000000 
121980.00,1,0,1, 152.76,24.67,38.84,107.690002,-3.761,0.561,0.202513,0.114424,1096.036499,2977.388672,5046.514648,5205.887695,5273.815918 
121980.00,1,0,7, 152.76,24.67,47.90,105.449997,-104.214,0.018,0.057178,0.040278,798.809021,2370.716797,4420.349121,4422.569824,4425.994629 
122040.00,1,0,1, 152.47,25.05,40.86,167.690002,-4.240,0.119,0.210361,0.090716,0.114778,0.251410,0.431286,0.431698,0.431723 
122040.00,1,0,7, 152.47,25.05,47.57,165.449997,-104.233,0.010,0.074572,0.041857,0.067686,0.128133,0.257762,0.266640,0.269482 
122100.00,1,0,1, 152.18,25.44,41.41,227.690002,-3.386,0.350,0.193157,0.085064,0.081665,0.100783,0.119740,0.120407,0.120475 
122100.00,1,0,7, 152.18,25.44,46.69,225.449997,-104.277,0.022,0.073206,0.046317,0.053684,0.071829,0.088385,0.089004,0.089074 
122160.00,1,0,1, 151.89,25.83,40.68,287.690002,-2.435,0.112,0.164269,0.092569,0.083110,0.096957,0.115850,0.116019,0.116046 
122160.00,1,0,7, 151.89,25.83,46.84,285.450012,-104.307,0.003,0.066003,0.045497,0.052980,0.064367,0.080246,0.080451,0.080475 
122220.00,1,0,1, 151.60,26.21,39.73,347.690002,-2.680,0.188,0.258545,0.103339,0.090710,0.111184,0.116548,0.117400,0.117431 
122220.00,1,0,7, 151.60,26.21,46.94,345.450012,-104.304,0.011,0.068327,0.045013,0.053160,0.070130,0.074968,0.075732,0.075754 
122280.00,1,0,1, 151.31,26.59,41.37,407.690002,-2.642,0.206,0.136519,0.085525,0.080892,0.110188,0.126379,0.127321,0.127321 
122280.00,1,0,7, 151.31,26.59,47.47,405.450012,-104.231,0.027,0.066271,0.042345,0.052233,0.074803,0.087078,0.087797,0.087806 
122340.00,1,0,1, 151.01,26.98,41.59,467.690002,-2.076,0.079,0.146739,0.083336,0.080790,0.102485,0.125018,0.125896,0.126235 
122340.00,1,0,7, 151.01,26.98,47.77,465.450012,-104.218,0.022,0.061430,0.040900,0.052244,0.070441,0.089321,0.089949,0.090253 
122400.00,1,0,1, 150.72,27.37,42.50,527.690002,-2.290,0.153,0.166473,0.075070,0.074456,0.096069,0.109858,0.110416,0.110421 
122400.00,1,0,7, 150.72,27.37,48.38,525.450012,-104.343,0.049,0.068383,0.038097,0.049309,0.067065,0.079208,0.079702,0.079737 
122460.00,1,0,1, 150.41,27.77,43.38,587.690002,-2.748,0.119,0.156017,0.067827,0.071952,0.093014,0.139942,0.140668,0.140838 
122460.00,1,0,7, 150.41,27.77,48.80,585.450012,-104.458,0.010,0.078364,0.036302,0.047639,0.065447,0.101491,0.101938,0.102070 
122520.00,1,0,1, 150.09,28.18,42.80,647.690002,-3.026,0.057,0.136092,0.072497,0.073815,0.101683,0.132258,0.133330,0.133308 
122520.00,1,0,7, 150.09,28.18,49.52,645.450012,-104.402,0.023,0.059869,0.033416,0.045636,0.068756,0.092966,0.093796,0.093781 
122580.00,1,0,1, 149.81,28.54,43.37,707.690002,-3.114,0.046,0.146799,0.067881,0.076391,0.106078,0.136815,0.137616,0.137860 
122580.00,1,0,7, 149.81,28.54,50.13,705.450012,-104.382,0.010,0.045888,0.031170,0.046045,0.073174,0.099594,0.100226,0.100434 
122640.00,1,0,1, 149.50,28.93,43.11,767.690002,-3.414,0.125,0.138254,0.069933,0.079084,0.093694,0.126882,0.127593,0.127621 
122640.00,1,0,7, 149.50,28.93,50.84,765.450012,-104.430,0.012,0.052549,0.028721,0.042004,0.057468,0.088309,0.088921,0.088944 
122700.00,1,0,1, 149.19,29.33,43.89,827.690002,-3.592,0.077,0.177280,0.063919,0.078197,0.092886,0.108416,0.108813,0.108799 
122700.00,1,0,7, 149.19,29.33,51.32,825.450012,-104.382,0.033,0.063026,0.027171,0.039397,0.054087,0.068153,0.068511,0.068503 
122760.00,1,0,1, 148.88,29.72,45.59,887.690002,-2.979,0.216,0.095888,0.052541,0.069365,0.092980,0.120803,0.121560,0.121557 
122760.00,1,0,7, 148.88,29.72,51.87,885.450012,-104.278,0.018,0.042567,0.025494,0.041351,0.061724,0.083207,0.083755,0.083753 
122820.00,1,0,1, 148.57,30.11,45.31,947.690002,-2.704,0.050,0.076784,0.054280,0.061952,0.084987,0.100056,0.100583,0.100572 
122820.00,1,0,7, 148.57,30.11,52.22,945.450012,-104.267,0.010,0.037088,0.024503,0.039148,0.059280,0.070633,0.071032,0.071021 
122880.00,1,0,1, 148.25,30.51,45.39,1007.690002,-3.002,0.082,0.081322,0.053814,0.062448,0.087064,0.126725,0.127888,0.127871 
122880.00,1,0,7, 148.25,30.51,52.22,1005.450012,-104.313,0.016,0.034887,0.024479,0.039681,0.060160,0.092488,0.093452,0.093446 
122940.00,1,0,1, 147.93,30.90,45.98,1067.689941,-3.119,0.013,0.085411,0.050272,0.063649,0.099837,0.135267,0.136344,0.136323 
122940.00,1,0,7, 147.93,30.90,52.28,1065.449951,-104.346,0.005,0.035298,0.024312,0.041721,0.072369,0.098608,0.099485,0.099470 
123000.00,1,0,1, 147.61,31.30,46.65,1127.689941,-3.033,0.074,0.083565,0.046501,0.058372,0.080081,0.103767,0.104266,0.104645 
123000.00,1,0,7, 147.61,31.30,52.06,1125.449951,-104.366,0.006,0.033533,0.024947,0.039050,0.057157,0.075923,0.076357,0.076683 
123060.00,1,0,1, 147.28,31.69,46.45,1187.689941,-2.833,0.037,0.092480,0.047619,0.057719,0.075976,0.094168,0.094932,0.095417 
123060.00,1,0,7, 147.28,31.69,52.11,1185.449951,-104.378,0.001,0.034403,0.024803,0.039580,0.053845,0.067929,0.068453,0.068826 
123120.00,1,0,1, 146.95,32.09,46.33,1247.689941,-3.132,0.116,0.080597,0.048257,0.057946,0.069356,0.079717,0.080131,0.080133 
123120.00,1,0,7, 146.95,32.09,52.49,1245.449951,-104.362,0.011,0.036266,0.023755,0.036561,0.046261,0.055783,0.056127,0.056132 
123180.00,1,0,1, 146.62,32.48,47.09,1307.689941,-3.222,0.078,0.083940,0.044193,0.056832,0.078617,0.101518,0.102773,0.102761 
123180.00,1,0,7, 146.62,32.48,52.85,1305.449951,-104.332,0.002,0.034489,0.022774,0.037011,0.054354,0.071883,0.072835,0.072824 
123240.00,1,0,1, 146.28,32.88,47.05,1367.689941,-2.963,0.044,0.067428,0.044424,0.054409,0.073738,0.082574,0.082869,0.083015 
123240.00,1,0,7, 146.28,32.88,53.28,1365.449951,-104.337,0.002,0.043404,0.021672,0.036086,0.051014,0.058400,0.058633,0.058774 
123300.00,1,0,1, 145.94,33.27,47.03,1427.689941,-2.879,0.030,0.059086,0.044533,0.056752,0.083682,0.100033,0.100933,0.100923 
123300.00,1,0,7, 145.94,33.27,53.62,1425.449951,-104.340,0.006,0.036477,0.020845,0.036969,0.059313,0.072655,0.073343,0.073332 
123360.00,1,0,1, 145.60,33.67,46.98,1487.689941,-3.013,0.049,0.058282,0.044768,0.055700,0.086013,0.109756,0.110961,0.110947 
123360.00,1,0,7, 145.60,33.67,53.53,1485.449951,-104.378,0.017,0.031141,0.021074,0.038709,0.061878,0.077773,0.078616,0.078606 
123420.00,1,0,1, 145.25,34.07,47.38,1547.689941,-3.163,0.027,0.060327,0.042748,0.053033,0.070809,0.089541,0.090161,0.090160 
123420.00,1,0,7, 145.25,34.07,53.80,1545.449951,-104.428,0.006,0.032280,0.020428,0.034999,0.050639,0.065413,0.065871,0.065864 
123480.00,1,0,1, 144.90,34.46,47.40,1607.689941,-3.274,0.065,0.114990,0.042686,0.058477,0.087623,0.119435,0.119935,0.119930 
123480.00,1,0,7, 144.90,34.46,54.20,1605.449951,-104.396,0.015,0.028846,0.019510,0.038990,0.062791,0.087613,0.088055,0.088061 
123540.00,1,0,1, 144.55,34.86,46.02,1667.689941,-3.755,0.171,0.070897,0.050031,0.056185,0.066749,0.070843,0.071286,0.071386 
123540.00,1,0,7, 144.55,34.86,54.53,1665.449951,-104.358,0.008,0.028963,0.018780,0.034975,0.045220,0.048394,0.048790,0.048869 
123600.00,1,0,1, 144.19,35.25,47.05,1727.689941,-3.707,0.191,0.075232,0.044431,0.052508,0.071550,0.084926,0.085434,0.085457 
123600.00,1,0,7, 144.19,35.25,54.12,1725.449951,-104.361,0.006,0.034280,0.019672,0.035501,0.051701,0.062109,0.062551,0.062568 
123660.00,1,0,1, 143.82,35.65,46.73,1787.689941,-3.086,0.112,0.102436,0.046082,0.055434,0.072919,0.095984,0.096981,0.096984 
123660.00,1,0,7, 143.82,35.65,53.95,1785.449951,-104.359,0.006,0.028047,0.020067,0.035939,0.050549,0.068642,0.069377,0.069377 
123720.00,1,0,1, 143.46,36.05,45.64,1847.689941,-3.190,0.123,0.095092,0.052272,0.060597,0.082037,0.100499,0.101116,0.101106 
123720.00,1,0,7, 143.46,36.05,53.92,1845.449951,-104.337,0.003,0.031010,0.020142,0.037464,0.056366,0.070703,0.071150,0.071149 
123780.00,1,0,1, 143.09,36.44,45.68,1907.689941,-3.428,0.009,0.085078,0.051993,0.060252,0.074381,0.092418,0.093214,0.093261 
123780.00,1,0,7, 143.09,36.44,53.65,1905.449951,-104.340,0.003,0.033705,0.020779,0.036725,0.048642,0.063614,0.064298,0.064327 
123840.00,1,0,1, 142.71,36.84,46.06,1967.689941,-3.367,0.029,0.075923,0.049803,0.057566,0.085612,0.102471,0.104225,0.104272 
123840.00,1,0,7, 142.71,36.84,53.24,1965.449951,-104.314,0.014,0.034539,0.021776,0.038308,0.060361,0.073353,0.074717,0.074747 
123900.00,1,0,1, 142.33,37.23,45.89,2027.689941,-3.675,0.228,0.090212,0.050761,0.059117,0.072339,0.087964,0.088615,0.088651 
123900.00,1,0,7, 142.33,37.23,53.01,2025.449951,-104.285,0.003,0.032119,0.022373,0.037851,0.049910,0.062866,0.063376,0.063406 
123960.00,1,0,1, 141.94,37.63,45.97,2087.689941,-4.244,0.076,0.114560,0.050332,0.058930,0.072601,0.090058,0.090631,0.090845 
123960.00,1,0,7, 141.94,37.63,52.93,2085.449951,-104.323,0.029,0.037530,0.022557,0.037606,0.048475,0.063103,0.063371,0.063563 
124020.00,1,0,1, 141.55,38.02,46.75,2147.689941,-3.721,0.182,0.077871,0.046008,0.055362,0.067557,0.083121,0.083420,0.083448 
124020.00,1,0,7, 141.55,38.02,52.80,2145.449951,-104.429,0.022,0.034531,0.022906,0.037117,0.047255,0.057743,0.057882,0.057890 
124080.00,1,0,1, 141.16,38.41,46.38,2207.689941,-3.492,0.024,0.068804,0.047990,0.057082,0.076589,0.100765,0.101643,0.101892 
124080.00,1,0,7, 141.16,38.41,52.75,2205.449951,-104.404,0.037,0.032225,0.023033,0.039334,0.054500,0.073876,0.074621,0.074815 
124140.00,1,0,1, 140.75,38.80,46.49,2267.689941,-3.316,0.068,0.059904,0.047379,0.060056,0.083526,0.113265,0.113925,0.113927 
124140.00,1,0,7, 140.75,38.80,52.21,2265.449951,-104.305,0.011,0.056867,0.024514,0.042496,0.060039,0.083536,0.084033,0.084035 
124200.00,1,0,1, 140.35,39.20,47.57,2327.689941,-3.340,0.048,0.140070,0.041828,0.057063,0.077357,0.090420,0.091321,0.091351 
124200.00,1,0,7, 140.35,39.20,51.70,2325.449951,-104.345,0.016,0.041935,0.026001,0.040896,0.056309,0.066020,0.066734,0.066749 
124260.00,1,0,1, 139.94,39.59,48.50,2387.689941,-2.885,0.198,0.047786,0.037571,0.052562,0.067804,0.089010,0.089191,0.089254 
124260.00,1,0,7, 139.94,39.59,51.65,2385.449951,-104.349,0.011,0.037783,0.026162,0.041553,0.052700,0.069709,0.069849,0.069893 
124320.00,1,0,1, 139.52,39.98,47.12,2447.689941,-2.823,0.195,0.089202,0.044066,0.053771,0.071598,0.091920,0.093538,0.093929 
124320.00,1,0,7, 139.52,39.98,52.07,2445.449951,-104.338,0.010,0.037917,0.024917,0.040017,0.052192,0.065537,0.066679,0.066928 
124380.00,1,0,1, 139.10,40.37,47.92,2507.689941,-3.306,0.044,0.092805,0.040190,0.068981,0.086284,0.099329,0.101017,0.101733 
124380.00,1,0,7, 139.10,40.37,52.22,2505.449951,-104.378,0.009,0.045682,0.024503,0.039927,0.056577,0.067250,0.068750,0.069331 
124440.00,1,0,1, 138.67,40.75,48.56,2567.689941,-3.276,0.029,0.067082,0.037310,0.057131,0.069939,0.094934,0.095518,0.096101 
124440.00,1,0,7, 138.67,40.75,53.13,2565.449951,-104.369,0.016,0.056727,0.022061,0.038881,0.048728,0.067474,0.067851,0.068268 
124500.00,1,0,1, 138.23,41.14,48.06,2627.689941,-3.134,0.044,0.071041,0.039561,0.054735,0.073678,0.102844,0.103041,0.103105 
124500.00,1,0,7, 138.23,41.14,53.26,2625.449951,-104.308,0.010,0.033923,0.021721,0.039855,0.055917,0.077565,0.077767,0.077827 
124560.00,1,0,1, 137.79,41.53,48.00,2687.689941,-3.143,0.043,0.063339,0.039818,0.056422,0.081067,0.118799,0.119226,0.119225 
124560.00,1,0,7, 137.79,41.53,53.17,2685.449951,-104.342,0.025,0.031298,0.021961,0.039875,0.058691,0.087412,0.087715,0.087710 
124620.00,1,0,1, 137.34,41.91,48.08,2747.689941,-3.349,0.059,0.059601,0.039441,0.056719,0.072691,0.089934,0.091251,0.091239 
124620.00,1,0,7, 137.34,41.91,53.62,2745.449951,-104.405,0.007,0.049266,0.020838,0.036525,0.050608,0.063794,0.064858,0.064848 
124680.00,1,0,1, 136.89,42.29,48.05,2807.689941,-3.312,0.090,0.079253,0.039599,0.063936,0.079173,0.100359,0.100375,0.100384 
124680.00,1,0,7, 136.89,42.29,54.38,2805.449951,-104.389,0.013,0.040698,0.019097,0.036804,0.051655,0.070111,0.070125,0.070132 
124740.00,1,0,1, 136.43,42.67,47.89,2867.689941,-2.911,0.104,0.093461,0.040331,0.058884,0.083732,0.094932,0.096219,0.096249 
124740.00,1,0,7, 136.43,42.67,54.19,2865.449951,-104.352,0.007,0.028763,0.019523,0.038850,0.058117,0.066977,0.067812,0.067850 
124800.00,1,0,1, 135.96,43.05,47.46,2927.689941,-3.151,0.192,0.054274,0.042357,0.054470,0.071385,0.090373,0.091508,0.091522 
124800.00,1,0,7, 135.96,43.05,54.25,2925.449951,-104.349,0.010,0.033419,0.019378,0.037605,0.050016,0.064239,0.065174,0.065176 
124860.00,1,0,1, 135.48,43.43,47.63,2987.689941,-3.548,0.073,0.052253,0.041575,0.059724,0.079352,0.106507,0.107121,0.107288 
124860.00,1,0,7, 135.48,43.43,54.03,2985.449951,-104.384,0.006,0.037750,0.019879,0.037768,0.053160,0.075396,0.075845,0.075969 
124920.00,1,0,1, 135.00,43.81,47.73,3047.689941,-3.065,0.166,0.061496,0.041069,0.057785,0.071951,0.093854,0.093977,0.093977 
124920.00,1,0,7, 135.00,43.81,54.84,3045.449951,-104.358,0.014,0.041704,0.018122,0.036985,0.048795,0.068042,0.068066,0.068095 
124980.00,1,0,1, 134.51,44.18,48.06,3107.689941,-2.972,0.090,0.053313,0.039541,0.052910,0.072538,0.101404,0.102486,0.102739 
124980.00,1,0,7, 134.51,44.18,55.05,3105.449951,-104.334,0.006,0.026271,0.017682,0.036363,0.051429,0.073509,0.074322,0.074510 
125040.00,1,0,1, 134.01,44.55,48.30,3167.689941,-3.229,0.051,0.080894,0.038479,0.054031,0.078862,0.112943,0.113459,0.113469 
125040.00,1,0,7, 134.01,44.55,55.30,3165.449951,-104.349,0.002,0.025308,0.017171,0.037493,0.057513,0.083820,0.084242,0.084245 
125100.00,1,0,1, 133.51,44.92,48.78,3227.689941,-3.145,0.052,0.050568,0.036388,0.052413,0.072806,0.079584,0.079708,0.079736 
125100.00,1,0,7, 133.51,44.92,54.91,3225.449951,-104.368,0.008,0.027389,0.017975,0.035460,0.051681,0.057004,0.057128,0.057150 
125160.00,1,0,1, 132.99,45.29,48.18,3287.689941,-3.205,0.089,0.050934,0.038985,0.052339,0.066832,0.075363,0.075409,0.075419 
125160.00,1,0,7, 132.99,45.29,54.81,3285.449951,-104.369,0.013,0.027262,0.018184,0.035678,0.047049,0.054087,0.054143,0.054163 
125220.00,1,0,1, 132.47,45.66,48.59,3347.689941,-3.461,0.066,0.096879,0.037220,0.055641,0.090464,0.117709,0.117895,0.118013 
125220.00,1,0,7, 132.47,45.66,54.54,3345.449951,-104.303,0.013,0.055871,0.018761,0.038889,0.065590,0.086109,0.086287,0.086369 
125280.00,1,0,1, 131.94,46.02,48.56,3407.689941,-3.130,0.050,0.067111,0.037320,0.055880,0.081757,0.101285,0.102857,0.102841 
125280.00,1,0,7, 131.94,46.02,53.63,3405.449951,-104.364,0.035,0.062235,0.020814,0.041638,0.061167,0.075615,0.076746,0.076735 
125340.00,1,0,1, 131.40,46.38,49.43,3467.689941,-2.989,0.142,0.086156,0.033789,0.051668,0.068938,0.080225,0.080786,0.081008 
125340.00,1,0,7, 131.40,46.38,53.11,3465.449951,-104.461,0.016,0.031683,0.022114,0.039681,0.052020,0.060152,0.060437,0.060572 
125400.00,1,0,1, 130.86,46.74,48.57,3527.689941,-2.852,0.201,0.112570,0.037294,0.056227,0.079913,0.111379,0.111393,0.111614 
125400.00,1,0,7, 130.86,46.74,53.23,3525.449951,-104.464,0.013,0.058026,0.021808,0.041024,0.058141,0.082318,0.082325,0.082494 
125460.00,1,0,1, 130.26,47.11,48.18,3587.689941,-3.395,0.054,0.065593,0.038981,0.056294,0.083241,0.112075,0.112466,0.112505 
125460.00,1,0,7, 130.26,47.11,54.20,3585.449951,-104.380,0.028,0.052126,0.019507,0.037686,0.059263,0.081470,0.081719,0.081761 
125520.00,1,0,1, 129.73,47.44,49.66,3647.689941,-3.102,0.171,0.132071,0.032882,0.055437,0.077769,0.106075,0.106991,0.107028 
125520.00,1,0,7, 129.73,47.44,54.36,3645.449951,-104.359,0.020,0.027052,0.019145,0.039675,0.057590,0.078204,0.078799,0.078817 
125580.00,1,0,1, 129.16,47.79,49.26,3707.689941,-2.432,0.142,0.118848,0.034425,0.053449,0.075831,0.088338,0.089031,0.089022 
125580.00,1,0,7, 129.16,47.79,54.49,3705.449951,-104.411,0.015,0.041232,0.018863,0.037501,0.054858,0.064775,0.065231,0.065228 
125640.00,1,0,1, 128.58,48.13,47.86,3767.689941,-2.810,0.348,0.102615,0.040480,0.058755,0.079244,0.103575,0.103760,0.103761 
125640.00,1,0,7, 128.58,48.13,54.88,3765.449951,-104.311,0.027,0.028470,0.018034,0.036329,0.055014,0.074711,0.074891,0.074887 
125700.00,1,0,1, 127.98,48.48,49.46,3827.689941,-3.177,0.197,0.153127,0.033666,0.051257,0.068830,0.092394,0.092660,0.092647 
125700.00,1,0,7, 127.98,48.48,54.43,3825.449951,-104.333,0.029,0.034914,0.018989,0.036479,0.050722,0.067258,0.067453,0.067443 
125760.00,1,0,1, 127.38,48.81,49.39,3887.689941,-2.736,0.113,0.169190,0.033946,0.054024,0.080338,0.117194,0.118022,0.118005 
125760.00,1,0,7, 127.38,48.81,54.28,3885.449951,-104.386,0.004,0.039008,0.019325,0.040182,0.060467,0.089180,0.089868,0.089858 
125820.00,1,0,1, 126.77,49.15,49.71,3947.689941,-2.897,0.086,0.076863,0.032699,0.052043,0.077447,0.090406,0.090500,0.090820 
125820.00,1,0,7, 126.77,49.15,53.50,3945.449951,-104.396,0.008,0.028395,0.021147,0.038686,0.058083,0.067326,0.067399,0.067616 
125880.00,1,0,1, 126.15,49.48,49.39,4007.689941,-3.163,0.178,0.079997,0.033910,0.052313,0.089220,0.105035,0.105361,0.105407 
125880.00,1,0,7, 126.15,49.48,53.63,4005.449951,-104.337,0.017,0.042838,0.020829,0.039409,0.066137,0.077839,0.078093,0.078134 
125940.00,1,0,1, 125.51,49.81,50.64,4067.689941,-2.861,0.302,0.078974,0.029387,0.046664,0.060858,0.081287,0.081803,0.081829 
125940.00,1,0,7, 125.51,49.81,53.33,4065.449951,-104.349,0.014,0.031518,0.021562,0.037791,0.047304,0.062402,0.062741,0.062752 
126000.00,1,0,1, 124.87,50.13,49.51,4127.689941,-2.746,0.263,0.115253,0.033479,0.054013,0.084593,0.111172,0.111554,0.111952 
126000.00,1,0,7, 124.87,50.13,53.30,4125.450195,-104.377,0.013,0.036796,0.021619,0.040677,0.064402,0.084206,0.084505,0.084791 
126060.00,1,0,1, 124.22,50.45,50.36,4187.689941,-2.983,0.174,0.068616,0.030343,0.048520,0.066364,0.093526,0.093735,0.093761 
126060.00,1,0,7, 124.22,50.45,53.26,4185.450195,-104.399,0.010,0.031092,0.021719,0.040008,0.052324,0.071843,0.071987,0.072008 
126120.00,1,0,1, 123.55,50.76,49.12,4247.689941,-2.891,0.155,0.077783,0.035014,0.052700,0.080156,0.114379,0.114606,0.114892 
126120.00,1,0,7, 123.55,50.76,53.26,4245.450195,-104.354,0.013,0.030493,0.021733,0.040953,0.061443,0.087230,0.087372,0.087595 
126180.00,1,0,1, 122.88,51.07,49.38,4307.689941,-3.078,0.105,0.065851,0.033968,0.049755,0.063117,0.085171,0.085743,0.085730 
126180.00,1,0,7, 122.88,51.07,53.01,4305.450195,-104.363,0.014,0.031266,0.022355,0.039617,0.049761,0.065628,0.066016,0.066007 
126240.00,1,0,1, 122.19,51.37,49.79,4367.689941,-2.945,0.037,0.057803,0.032412,0.050316,0.075791,0.095895,0.096510,0.096657 
126240.00,1,0,7, 122.19,51.37,53.00,4365.450195,-104.397,0.016,0.032439,0.022394,0.040359,0.058109,0.072971,0.073403,0.073531 
126300.00,1,0,1, 121.50,51.67,49.97,4427.689941,-2.725,0.093,0.109094,0.031729,0.050381,0.072013,0.095175,0.095296,0.095283 
126300.00,1,0,7, 121.50,51.67,53.43,4425.450195,-104.412,0.014,0.056654,0.021314,0.038688,0.055737,0.072417,0.072515,0.072507 
126360.00,1,0,1, 120.78,51.97,50.31,4487.689941,-3.125,0.133,0.210168,0.030531,0.049159,0.068776,0.080896,0.081326,0.081331 
126360.00,1,0,7, 120.78,51.97,54.11,4485.450195,-104.385,0.005,0.036872,0.019701,0.037634,0.051623,0.060394,0.060648,0.060667 
126420.00,1,0,1, 120.07,52.25,51.10,4547.689941,-2.502,0.189,0.136198,0.027872,0.045913,0.066954,0.085840,0.085872,0.086021 
126420.00,1,0,7, 120.07,52.25,54.41,4545.450195,-104.369,0.007,0.037139,0.019040,0.037350,0.052044,0.065979,0.066001,0.066102 
126480.00,1,0,1, 119.34,52.54,50.56,4607.689941,-2.781,0.181,0.066775,0.029657,0.048126,0.077634,0.094215,0.095120,0.095286 
